DATE,TOURS_wind_speed,TOURS_humidity,TOURS_pressure,TOURS_global_radiation,TOURS_precipitation,TOURS_temp_min,TOURS_temp_max,TOURS_temp_mean
20020117,3.0,0.92,1.0233,0.29,0.28,0.3,6.0,3.2
20020118,3.1,0.92,1.0222,0.23,0.16,4.3,7.7,6.0
20020119,5.0,0.9,1.0226,0.35,0.0,4.7,11.6,8.2
20020120,5.9,0.92,1.0241,0.16,0.02,7.2,8.7,8.0
20020121,4.9,0.72,1.0155,0.81,0.0,5.9,12.7,9.3
20020122,5.6,0.82,1.0135,0.58,0.0,7.0,11.6,9.3
20020123,6.9,0.84,1.0012,0.13,0.54,5.3,10.7,8.0
20020124,7.5,0.84,1.0098,0.42,0.08,9.0,11.7,10.4
20020125,4.9,0.88,1.0212,0.41,0.04,5.0,11.4,8.2
20020126,8.9,0.81,1.0181,0.36,1.06,9.0,14.2,11.6
20020127,8.5,0.89,1.0189,0.09,0.14,10.1,13.6,11.8
20020128,5.6,0.82,1.0273,0.59,0.02,10.5,15.1,12.8
20020129,2.4,0.94,1.0269,0.52,0.02,4.6,13.2,8.9
20020130,3.1,0.85,1.0202,0.66,0.02,4.9,13.9,9.4
20020131,4.5,0.84,1.0222,0.68,0.2,8.4,12.7,10.5
20020201,5.9,0.78,1.0224,0.66,0.02,8.8,14.2,11.5
20020202,5.8,0.56,1.0199,0.99,0.0,7.8,16.9,12.4
20020203,7.5,0.58,1.0143,0.5,0.04,7.9,15.7,11.8
20020204,7.2,0.76,1.0196,0.62,0.0,5.4,12.6,9.0
20020205,6.6,0.87,1.0079,0.15,0.96,9.6,11.3,10.5
20020206,5.1,0.81,1.0113,0.6,0.1,5.6,10.2,7.9
20020207,3.8,0.82,1.0254,0.83,0.02,-1.1,9.3,4.1
20020208,4.9,0.96,1.0251,0.17,0.02,7.5,11.4,9.4
20020209,7.0,0.9,1.0173,0.27,0.94,10.5,12.8,11.6
20020210,5.5,0.88,1.0193,0.36,0.02,6.9,11.9,9.4
20020211,6.8,0.85,1.0179,0.28,0.04,8.9,13.0,11.0
20020212,5.9,0.83,1.021,0.4,0.0,11.0,14.6,12.8
20020213,5.2,0.88,1.0157,0.27,1.54,9.9,12.9,11.4
20020214,9.2,0.85,1.017,0.1,1.66,4.1,5.5,4.8
20020215,5.4,0.69,1.0254,1.17,0.0,-0.6,6.8,3.1
20020216,3.6,0.76,1.0243,1.11,0.0,-0.5,5.9,2.7
20020217,1.0,0.82,1.0225,1.09,0.0,-0.9,9.9,4.5
20020218,2.5,0.89,1.0264,0.51,0.1,-1.3,7.4,3.1
20020219,6.0,0.85,1.0285,0.58,0.22,-0.4,10.3,5.0
20020220,9.2,0.85,1.0101,0.23,1.78,7.6,11.4,9.5
20020221,3.4,0.67,1.0218,1.02,0.0,3.3,7.4,5.4
20020222,7.0,0.9,1.0151,0.27,0.12,4.0,10.6,7.3
20020223,7.2,0.78,1.0141,0.58,0.04,6.1,11.4,8.8
20020224,5.9,0.81,1.0179,0.71,0.14,3.6,9.5,6.6
20020225,6.8,0.89,1.0116,0.49,0.28,8.2,12.6,10.4
20020226,9.0,0.86,1.0063,0.59,0.52,9.6,13.7,11.6
20020227,4.9,0.86,1.0076,0.49,0.56,6.7,10.6,8.6
20020228,5.1,0.82,1.0085,1.15,0.1,3.8,11.1,7.4
20020301,4.5,0.93,1.0073,0.43,1.16,1.3,7.7,4.5
20020302,4.5,0.9,1.0123,0.54,0.1,3.8,5.5,4.6
20020303,3.6,0.65,1.0209,1.62,0.0,-1.1,8.8,3.8
20020304,4.4,0.72,1.0168,1.57,0.0,-0.6,10.1,4.8
20020305,3.1,0.82,1.014,1.02,0.0,0.4,11.2,5.8
20020306,4.2,0.87,1.017,0.78,0.08,0.6,11.5,6.0
20020307,3.4,0.91,1.0237,0.4,0.04,8.4,13.4,10.9
20020308,1.9,0.84,1.0246,1.56,0.02,3.0,16.4,9.7
20020309,3.1,0.84,1.0198,1.01,0.0,3.8,14.5,9.2
20020310,2.6,0.8,1.019,1.71,0.02,0.1,13.1,6.6
20020311,2.6,0.83,1.0147,1.04,0.14,1.5,14.4,8.0
20020312,3.0,0.87,1.0116,0.37,0.16,7.6,12.2,9.9
20020313,4.0,0.74,1.0066,1.3,0.0,6.3,21.4,13.8
20020314,4.4,0.85,1.0018,0.78,1.34,7.7,15.2,11.4
20020315,3.8,0.86,1.0077,0.79,0.4,6.5,13.7,10.1
20020316,2.6,0.79,1.0099,0.95,0.18,6.4,14.6,10.5
20020317,4.1,0.77,1.0092,0.99,0.52,9.4,14.9,12.2
20020318,7.8,0.93,1.0062,0.24,2.14,8.3,12.9,10.6
20020319,9.2,0.87,1.0125,0.39,0.02,11.5,15.6,13.6
20020320,6.6,0.87,1.023,0.66,0.0,12.2,15.2,13.7
20020321,4.6,0.9,1.0257,0.64,0.24,11.5,15.6,13.6
20020322,2.5,0.87,1.0286,1.03,0.0,7.1,15.1,11.1
20020323,3.0,0.83,1.0299,1.3,0.02,5.3,13.2,9.2
20020324,4.9,0.68,1.0302,2.04,0.0,0.9,12.1,6.5
20020325,4.2,0.68,1.0278,1.97,0.0,0.6,10.7,5.6
20020326,3.4,0.66,1.0277,1.92,0.0,-0.2,12.9,6.4
20020327,6.0,0.68,1.0266,1.85,0.0,3.2,10.6,6.9
20020328,5.0,0.67,1.0211,2.07,0.0,0.3,14.3,7.3
20020329,3.2,0.6,1.0202,1.74,0.0,1.5,16.4,9.0
20020330,2.6,0.65,1.0208,1.92,0.0,4.7,16.8,10.8
20020331,2.2,0.87,1.0188,1.56,0.02,4.4,13.9,9.2
20020401,2.2,0.66,1.0149,2.07,0.0,5.4,18.9,12.2
20020402,3.2,0.58,1.009,1.52,0.0,6.6,20.1,13.4
20020403,3.9,0.57,1.0054,1.54,0.0,8.9,17.3,13.1
20020404,4.0,0.72,1.0059,1.76,0.74,8.3,18.1,13.2
20020405,2.0,0.89,1.0051,0.77,0.02,8.0,13.5,10.8
20020406,8.0,0.54,1.005,1.61,0.0,4.6,15.0,9.8
20020407,6.1,0.73,1.0114,0.61,0.92,5.8,8.8,7.3
20020408,6.1,0.58,1.0153,2.19,0.02,5.6,15.3,10.4
20020409,6.8,0.49,1.016,2.35,0.0,4.2,13.8,9.0
20020410,7.2,0.58,1.0079,2.09,0.04,4.7,12.8,8.8
20020411,5.6,0.74,1.0021,0.79,0.18,4.6,11.1,7.8
20020412,5.9,0.64,1.0023,1.83,0.0,7.0,13.5,10.2
20020413,4.5,0.7,1.0074,0.83,0.0,6.4,10.4,8.4
20020414,1.8,0.76,1.0147,1.24,0.0,3.0,10.9,7.0
20020415,1.6,0.84,1.0168,1.15,0.26,5.1,13.7,9.4
20020416,1.6,0.74,1.0183,2.39,0.02,0.9,15.4,8.2
20020417,2.9,0.66,1.0168,1.96,0.02,3.5,16.3,9.9
20020418,3.1,0.74,1.0199,2.06,0.02,4.9,15.3,10.1
20020419,2.5,0.71,1.024,2.13,0.0,3.3,15.1,9.2
20020420,2.8,0.68,1.0298,2.01,0.0,3.6,16.3,10.0
20020421,3.1,0.63,1.0329,2.61,0.0,3.3,18.4,10.8
20020422,1.8,0.62,1.0321,2.54,0.0,6.1,21.1,13.6
20020423,2.9,0.79,1.0315,2.43,0.02,7.7,19.2,13.4
20020424,2.0,0.76,1.0271,2.53,0.0,8.4,23.2,15.8
20020425,2.4,0.74,1.0219,2.28,0.0,8.7,23.8,16.2
20020426,5.1,0.86,1.0153,0.75,0.12,8.2,14.2,11.2
20020427,4.6,0.7,1.0169,2.38,0.0,3.6,15.2,9.4
20020428,7.4,0.76,1.007,1.46,0.06,6.2,17.4,11.8
20020429,6.9,0.65,1.0138,2.18,0.0,7.7,15.3,11.5
20020430,7.4,0.74,1.0098,2.29,0.32,6.6,18.9,12.8
20020501,4.5,0.84,1.0073,1.58,0.66,9.3,15.2,12.2
20020502,2.9,0.78,1.0104,2.44,0.02,4.8,14.7,9.8
20020503,2.9,0.79,1.0164,2.12,0.1,3.0,15.9,9.4
20020504,2.4,0.8,1.0191,1.29,0.16,2.7,13.7,8.2
20020505,3.4,0.71,1.0214,1.8,0.0,2.0,12.5,7.2
20020506,2.9,0.78,1.0204,1.66,0.0,1.4,13.6,7.5
20020507,4.0,0.67,1.0164,2.26,0.0,5.3,18.8,12.0
20020508,4.0,0.71,1.0092,2.59,0.0,8.9,22.1,15.5
20020509,2.9,0.89,1.0085,0.64,0.06,13.0,16.1,14.6
20020510,3.5,0.97,1.0095,0.26,2.24,10.4,11.6,11.0
20020511,3.4,0.86,1.0131,1.13,0.28,10.4,16.8,13.6
20020512,2.6,0.75,1.0153,2.5,0.0,8.3,17.8,13.0
20020513,5.9,0.71,1.0117,2.05,0.38,8.4,23.0,15.7
20020514,5.5,0.79,1.0218,1.44,0.1,9.1,17.8,13.4
20020515,2.2,0.7,1.0239,2.97,0.0,5.5,23.3,14.4
20020516,4.4,0.6,1.0164,2.98,0.0,10.2,28.1,19.2
20020517,4.4,0.78,1.0108,1.11,0.36,12.8,23.8,18.3
20020518,3.8,0.74,1.02,2.07,0.06,10.7,18.9,14.8
20020519,3.4,0.88,1.0208,1.41,0.14,9.5,18.7,14.1
20020520,3.6,0.75,1.0117,2.59,0.28,13.2,23.4,18.3
20020521,3.9,0.75,1.0019,2.38,0.92,12.8,23.4,18.1
20020522,5.0,0.83,1.0022,1.34,0.02,11.7,16.2,14.0
20020523,3.5,0.76,1.0106,2.37,0.12,8.7,18.5,13.6
20020524,5.6,0.79,1.0123,1.14,0.3,9.4,18.1,13.8
20020525,5.4,0.67,1.0147,2.21,0.26,9.8,17.9,13.8
20020526,7.1,0.78,1.0083,2.1,0.12,10.2,16.3,13.2
20020527,4.0,0.86,1.0087,1.47,1.08,8.2,14.0,11.1
20020528,4.6,0.89,1.0114,0.87,0.54,8.2,15.4,11.8
20020529,3.0,0.74,1.0205,1.99,0.02,7.0,17.1,12.0
20020530,1.9,0.7,1.0242,2.82,0.0,6.2,20.6,13.4
20020531,4.4,0.68,1.0242,3.19,0.0,8.8,22.8,15.8
20020601,4.8,0.62,1.0192,2.88,0.0,11.3,26.5,18.9
20020602,2.2,0.62,1.0148,2.83,0.04,12.1,28.0,20.0
20020603,2.9,0.82,1.0113,2.12,0.0,17.1,22.3,19.7
20020604,2.4,0.86,1.0043,1.27,2.08,13.0,19.1,16.0
20020605,4.5,0.93,0.9986,0.5,0.54,12.9,14.4,13.6
20020606,3.9,0.76,1.006,2.33,0.0,7.8,17.1,12.5
20020607,5.5,0.75,1.0071,2.01,0.14,10.7,19.3,15.0
20020608,4.4,0.77,1.0084,2.08,0.0,10.8,18.9,14.8
20020609,4.5,0.86,1.0121,1.25,0.22,11.0,17.2,14.1
20020610,5.6,0.75,1.0166,2.0,0.08,9.2,18.5,13.8
20020611,5.4,0.78,1.0184,1.74,0.0,11.7,18.6,15.2
20020612,4.4,0.78,1.019,2.21,0.0,12.4,21.6,17.0
20020613,3.4,0.8,1.0202,1.91,0.0,12.8,23.0,17.9
20020614,5.0,0.71,1.0141,2.85,0.02,12.4,32.1,22.2
20020615,1.9,0.77,1.0179,1.9,0.0,15.5,23.7,19.6
20020616,1.9,0.72,1.017,3.11,0.0,13.6,29.4,21.5
20020617,2.1,0.67,1.0142,2.99,0.0,18.8,33.1,26.0
20020618,3.9,0.79,1.0184,2.03,0.02,20.1,24.4,22.2
20020619,3.8,0.77,1.0199,2.32,0.36,15.0,24.6,19.8
20020620,2.5,0.87,1.0206,1.33,0.0,15.6,21.2,18.4
20020621,2.2,0.74,1.0215,2.36,0.0,14.8,26.2,20.5
20020622,2.2,0.64,1.0214,3.29,0.0,11.6,27.2,19.4
20020623,2.8,0.7,1.0213,2.21,0.0,13.1,24.6,18.8
20020624,3.4,0.59,1.0261,3.38,0.0,11.4,23.9,17.6
20020625,2.6,0.57,1.0264,3.3,0.0,9.9,24.9,17.4
20020626,2.1,0.6,1.0221,3.24,0.0,12.3,26.5,19.4
20020627,2.9,0.66,1.0179,2.6,0.0,11.4,23.7,17.6
20020628,3.0,0.6,1.0223,2.72,0.0,7.3,21.2,14.2
20020629,1.9,0.59,1.0222,3.28,0.0,6.5,22.7,14.6
20020630,3.0,0.63,1.0188,3.26,0.0,9.2,23.3,16.2
20020701,5.4,0.83,1.0109,0.81,0.12,11.5,18.3,14.9
20020702,6.0,0.72,1.0089,1.42,0.24,11.8,19.5,15.6
20020703,6.5,0.81,1.0074,1.34,0.4,13.7,21.1,17.4
20020704,3.2,0.69,1.02,2.59,0.0,9.6,22.3,16.0
20020705,3.8,0.92,1.0142,0.77,1.18,9.8,15.4,12.6
20020706,3.1,0.82,1.0181,1.12,0.0,14.0,18.5,16.2
20020707,1.9,0.76,1.0184,2.14,0.02,11.2,21.9,16.6
20020708,2.6,0.69,1.0123,2.92,0.04,10.1,27.4,18.8
20020709,4.4,0.83,1.0099,1.13,0.48,15.1,20.3,17.7
20020710,3.8,0.77,1.0144,2.05,0.06,12.6,20.4,16.5
20020711,2.1,0.68,1.0205,2.49,0.0,9.6,22.0,15.8
20020712,2.2,0.84,1.0188,1.2,0.46,12.4,20.9,16.6
20020713,5.2,0.67,1.0207,2.12,0.0,12.8,22.1,17.4
20020714,4.0,0.58,1.0248,2.54,0.0,8.8,23.5,16.2
20020715,4.9,0.58,1.0203,2.89,0.0,10.4,26.4,18.4
20020716,4.2,0.57,1.0176,3.03,0.0,15.1,27.2,21.2
20020717,3.1,0.66,1.0189,2.36,0.0,12.4,26.8,19.6
20020718,2.9,0.6,1.0172,2.94,0.0,12.6,27.4,20.0
20020719,3.8,0.5,1.0162,3.13,0.0,13.2,27.5,20.4
20020720,2.9,0.5,1.015,3.02,0.0,12.5,30.8,21.6
20020721,3.4,0.6,1.0185,3.12,0.0,11.2,24.1,17.6
20020722,2.8,0.54,1.0199,3.12,0.0,10.9,26.1,18.5
20020723,3.9,0.59,1.0173,3.01,0.0,11.1,27.5,19.3
20020724,4.0,0.68,1.0188,1.77,0.0,15.5,24.5,20.0
20020725,2.8,0.67,1.0191,2.13,0.0,14.3,25.0,19.6
20020726,2.0,0.77,1.0192,1.27,0.0,17.5,25.2,21.4
20020727,2.2,0.6,1.0162,2.91,0.0,14.7,31.8,23.2
20020728,2.5,0.61,1.0165,2.81,0.0,16.5,33.3,24.9
20020729,2.4,0.62,1.0162,2.51,0.0,17.2,33.0,25.1
20020730,1.9,0.91,1.0136,0.43,0.8,18.6,19.9,19.2
20020731,4.1,0.76,1.0115,1.98,0.08,14.8,22.6,18.7
20020801,3.6,0.75,1.0126,2.02,0.36,8.6,22.6,15.6
20020802,4.9,0.88,1.0118,1.25,0.34,14.0,19.1,16.6
20020803,4.0,0.79,1.0128,1.99,0.08,13.3,22.4,17.8
20020804,2.9,0.78,1.0139,1.84,0.1,12.2,24.0,18.1
20020805,2.1,0.74,1.0142,2.22,0.12,12.0,23.9,18.0
20020806,3.6,0.77,1.0174,2.03,0.04,14.6,24.4,19.5
20020807,3.1,0.76,1.0187,2.13,0.0,13.1,25.1,19.1
20020808,3.4,0.75,1.0133,1.82,0.38,14.6,24.1,19.4
20020809,5.6,0.8,1.0059,1.43,0.22,13.9,21.9,17.9
20020810,5.0,0.92,1.006,0.5,0.8,11.9,16.9,14.4
20020811,4.4,0.84,1.0116,1.45,0.1,12.7,21.1,16.9
20020812,3.5,0.82,1.0174,1.19,0.04,13.5,21.2,17.4
20020813,1.5,0.7,1.021,2.49,0.0,10.1,25.5,17.8
20020814,3.2,0.63,1.0173,2.73,0.0,12.1,28.6,20.4
20020815,2.0,0.63,1.0156,2.55,0.0,13.9,30.7,22.3
20020816,1.4,0.7,1.0165,2.29,0.02,15.0,30.3,22.6
20020817,1.6,0.63,1.0126,2.46,0.0,16.6,32.7,24.7
20020818,2.0,0.79,1.0109,1.31,0.0,16.7,27.4,22.0
20020819,1.8,0.8,1.0137,1.47,0.34,17.9,26.9,22.4
20020820,3.0,0.81,1.0166,1.26,0.04,16.7,23.0,19.8
20020821,2.0,0.75,1.0183,2.19,0.0,10.3,24.0,17.2
20020822,3.9,0.63,1.017,1.85,0.0,13.7,24.3,19.0
20020823,3.0,0.64,1.0169,2.05,0.0,14.3,24.9,19.6
20020824,2.4,0.62,1.0197,2.0,0.0,10.6,25.7,18.2
20020825,4.1,0.7,1.0201,1.11,1.26,14.0,23.4,18.7
20020826,2.5,0.94,1.0156,0.4,0.54,15.1,18.4,16.8
20020827,1.8,0.97,1.0163,0.4,0.92,16.8,18.2,17.5
20020828,3.1,0.96,1.0178,0.42,0.06,15.8,19.4,17.6
20020829,2.4,0.87,1.0203,0.96,0.0,15.4,21.4,18.4
20020830,1.4,0.8,1.0196,1.46,0.0,16.5,24.5,20.5
20020831,3.1,0.76,1.023,1.75,0.0,12.7,22.9,17.8
20020901,5.1,0.65,1.0262,2.02,0.0,11.6,22.0,16.8
20020902,3.8,0.73,1.0207,1.8,0.0,10.8,23.2,17.0
20020903,1.9,0.78,1.0131,1.28,0.0,13.1,24.6,18.8
20020904,3.5,0.77,1.0137,1.35,0.0,13.3,22.8,18.0
20020905,2.6,0.78,1.0171,1.3,0.0,11.1,21.7,16.4
20020906,3.1,0.8,1.019,1.45,0.02,10.1,22.7,16.4
20020907,3.6,0.79,1.0124,1.19,0.0,14.3,22.9,18.6
20020908,3.2,0.79,1.0085,1.32,0.52,14.5,21.1,17.8
20020909,5.5,0.78,1.0102,1.47,0.34,13.9,21.1,17.5
20020910,1.9,0.76,1.022,1.97,0.02,10.6,21.3,16.0
20020911,3.1,0.66,1.0232,1.85,0.0,10.3,21.6,16.0
20020912,4.0,0.81,1.0193,1.33,0.0,12.1,19.7,15.9
20020913,4.6,0.59,1.0187,2.15,0.0,11.5,24.5,18.0
20020914,5.2,0.58,1.0206,2.13,0.0,10.6,24.9,17.8
20020915,4.5,0.65,1.0197,1.84,0.0,12.0,21.9,17.0
20020916,5.6,0.56,1.0156,2.14,0.0,9.9,23.3,16.6
20020917,4.8,0.61,1.0134,1.93,0.0,9.3,24.7,17.0
20020918,2.8,0.74,1.0114,1.76,2.14,10.3,27.0,18.6
20020919,1.6,0.89,1.0138,1.25,0.04,15.7,24.3,20.0
20020920,3.1,0.77,1.0174,1.55,0.0,13.5,23.5,18.5
20020921,4.2,0.62,1.0153,1.78,0.0,11.9,22.0,17.0
20020922,3.9,0.71,1.0148,1.47,0.0,10.0,19.0,14.5
20020923,4.2,0.71,1.0164,1.69,0.0,8.0,18.3,13.2
20020924,4.1,0.67,1.0187,1.45,0.0,6.5,14.8,10.6
20020925,2.9,0.68,1.0214,1.85,0.0,2.7,17.6,10.2
20020926,2.9,0.82,1.0218,1.01,0.02,6.3,17.1,11.7
20020927,1.9,0.76,1.0251,1.15,0.0,5.2,17.9,11.5
20020928,3.9,0.7,1.0255,1.82,0.0,6.5,21.1,13.8
20020929,4.2,0.64,1.0238,1.85,0.0,6.1,21.7,13.9
20020930,2.9,0.68,1.022,1.6,0.0,5.3,23.3,14.3
20021001,2.2,0.73,1.02,1.3,0.0,7.8,22.5,15.2
20021002,1.5,0.86,1.0209,0.81,0.08,12.6,21.2,16.9
20021003,1.9,0.94,1.0247,0.38,0.66,14.3,18.7,16.5
20021004,2.8,0.76,1.0278,1.36,0.0,10.7,19.6,15.2
20021005,1.6,0.73,1.0262,1.59,0.02,7.4,19.0,13.2
20021006,3.0,0.82,1.019,0.92,0.0,5.8,19.3,12.5
20021007,3.0,0.72,1.0166,1.62,0.02,4.6,16.8,10.7
20021008,4.2,0.76,1.0083,1.49,0.0,3.9,18.1,11.0
20021009,4.6,0.82,0.9996,0.5,0.5,7.5,18.1,12.8
20021010,3.1,0.88,1.0034,0.61,0.0,12.3,18.0,15.2
20021011,1.4,0.81,1.0102,1.38,0.02,7.0,18.1,12.6
20021012,4.1,0.75,1.0143,1.22,0.0,11.4,16.9,14.2
20021013,4.4,0.83,1.0103,0.48,0.0,6.5,14.8,10.6
20021014,3.2,0.77,1.012,0.65,0.14,9.3,14.3,11.8
20021015,5.2,0.8,1.0075,0.88,0.18,11.0,19.4,15.2
20021016,5.4,0.84,1.0017,0.55,0.22,12.8,19.1,16.0
20021017,4.2,0.9,1.0075,0.58,0.58,7.4,13.0,10.2
20021018,3.9,0.9,1.0134,0.83,0.54,4.9,14.0,9.4
20021019,2.2,0.89,1.0199,1.13,0.02,1.3,13.0,7.2
20021020,3.9,0.78,1.0083,0.83,0.04,5.8,17.4,11.6
20021021,3.6,0.9,0.9996,0.41,1.44,13.4,17.0,15.2
20021022,8.2,0.9,0.9937,0.27,2.38,11.5,15.5,13.5
20021023,5.6,0.77,1.0095,1.12,0.0,9.8,14.4,12.1
20021024,5.0,0.94,1.0096,0.11,1.5,7.8,14.0,10.9
20021025,7.5,0.89,1.0075,0.22,2.08,12.1,16.5,14.3
20021026,5.2,0.78,1.0206,0.93,0.1,11.0,17.4,14.2
20021027,7.4,0.78,1.0226,0.91,0.08,11.9,16.3,14.1
20021028,2.9,0.78,1.0301,1.15,0.02,3.9,15.2,9.6
20021029,2.8,0.8,1.0176,1.05,0.0,3.7,17.2,10.5
20021030,2.6,0.83,1.0139,0.75,0.0,7.4,17.9,12.6
20021031,2.0,0.9,1.019,0.47,0.0,11.1,16.6,13.8
20021101,4.1,0.92,1.0193,0.42,0.62,10.4,16.2,13.3
20021102,6.1,0.96,1.0138,0.16,1.7,13.9,16.4,15.2
20021103,6.5,0.84,1.014,0.71,0.0,11.6,15.1,13.4
20021104,3.2,0.87,1.0212,0.67,0.16,8.0,13.6,10.8
20021105,1.1,0.92,1.0259,0.51,0.04,3.6,12.9,8.2
20021106,4.8,0.94,1.0188,0.23,1.64,5.6,10.1,7.8
20021107,4.1,0.88,1.0217,0.72,0.42,5.8,10.9,8.4
20021108,4.8,0.96,1.0159,0.28,1.22,3.7,13.3,8.5
20021109,4.6,0.91,1.0099,0.45,0.26,9.9,14.7,12.3
20021110,5.2,0.96,1.0089,0.17,0.82,12.6,15.5,14.0
20021111,4.6,0.86,1.0118,0.66,0.02,10.0,15.1,12.6
20021112,5.2,0.9,1.0076,0.36,0.82,7.6,13.5,10.6
20021113,7.4,0.78,0.993,0.55,0.0,10.3,15.3,12.8
20021114,5.1,0.81,0.9877,0.61,0.02,9.5,14.1,11.8
20021115,2.0,0.85,0.9917,0.64,0.02,3.5,14.5,9.0
20021116,1.0,0.87,0.9994,0.76,0.08,3.0,15.4,9.2
20021117,1.9,0.92,1.0103,0.37,0.02,7.4,12.0,9.7
20021118,1.2,0.94,1.0134,0.23,0.04,6.1,9.8,8.0
20021119,3.2,0.98,1.0092,0.43,0.02,1.4,7.9,4.6
20021120,2.8,0.91,1.0035,0.3,0.9,3.3,12.5,7.9
20021121,6.1,0.88,0.993,0.28,0.34,8.4,11.6,10.0
20021122,5.0,0.88,1.0002,0.44,1.02,7.2,11.4,9.3
20021123,3.4,0.95,1.0033,0.17,0.74,5.9,9.6,7.8
20021124,2.2,0.92,1.0037,0.66,0.4,2.6,12.3,7.4
20021125,3.4,0.94,1.005,0.29,0.28,6.7,10.6,8.6
20021126,2.5,0.99,1.0149,0.25,0.02,1.1,6.3,3.7
20021127,3.2,0.92,1.0113,0.58,0.08,1.9,11.5,6.7
20021128,3.9,0.91,1.0109,0.28,0.42,5.8,11.1,8.5
20021129,3.6,0.93,1.0141,0.21,0.44,6.2,9.4,7.8
20021130,2.5,0.98,1.0236,0.26,0.18,5.0,9.1,7.0
20021201,5.4,0.92,1.0099,0.15,0.92,8.0,12.8,10.4
20021202,5.0,0.84,1.0088,0.5,0.04,5.6,10.1,7.8
20021203,1.4,0.9,1.0127,0.59,0.0,2.0,11.3,6.6
20021204,2.8,0.92,1.0158,0.27,0.08,3.8,9.0,6.4
20021205,5.2,0.86,1.0205,0.28,0.0,3.5,7.8,5.6
20021206,5.5,0.88,1.0234,0.05,0.0,2.2,5.5,3.8
20021207,3.2,0.89,1.0205,0.06,0.0,1.4,2.6,2.0
20021208,3.1,0.92,1.0187,0.05,0.0,1.9,3.2,2.6
20021209,5.1,0.93,1.0164,0.06,0.02,0.3,2.7,1.5
20021210,5.2,0.88,1.0111,0.11,0.12,-0.5,7.0,3.2
20021211,3.5,0.87,1.0121,0.52,0.08,4.1,10.3,7.2
20021212,3.0,0.94,1.0167,0.32,0.16,3.2,9.1,6.2
20021213,2.6,0.94,1.0207,0.27,0.12,5.8,9.7,7.8
20021214,5.2,0.9,1.0107,0.16,0.52,4.1,10.8,7.4
20021215,7.1,0.87,1.0112,0.2,0.44,7.2,11.0,9.1
20021216,1.6,0.97,1.0166,0.11,0.6,6.9,9.9,8.4
20021217,4.9,0.94,1.0191,0.1,0.06,6.2,7.9,7.0
20021218,6.1,0.88,1.0247,0.21,0.0,1.8,4.3,3.1
20021219,4.5,0.96,1.0223,0.25,0.0,-0.9,7.1,3.1
20021220,2.9,0.92,1.0209,0.15,0.2,1.5,10.9,6.2
20021221,3.2,0.96,1.0196,0.1,1.64,10.2,11.5,10.8
20021222,5.6,0.96,1.0138,0.07,0.66,9.9,14.2,12.0
20021223,3.8,0.88,1.01,0.31,0.0,9.6,14.9,12.2
20021224,3.9,0.87,1.012,0.29,0.42,9.0,14.2,11.6
20021225,4.9,0.94,1.013,0.19,1.0,9.6,12.0,10.8
20021226,6.4,0.83,1.0042,0.44,0.1,10.5,15.0,12.8
20021227,3.0,0.88,0.9945,0.09,0.32,8.2,13.9,11.0
20021228,3.8,0.92,1.0072,0.26,0.4,6.0,10.6,8.3
20021229,7.0,0.94,1.0107,0.1,0.28,8.2,12.8,10.5
20021230,4.8,0.88,1.0069,0.34,0.18,9.6,13.1,11.4
20021231,5.4,0.92,1.0118,0.16,0.06,8.9,10.4,9.6
20030101,6.9,0.93,1.0062,0.1,1.12,6.3,14.1,10.2
20030102,9.5,0.85,0.9992,0.22,1.26,9.9,14.0,12.0
20030103,4.8,0.94,1.0023,0.15,2.24,8.3,10.2,9.2
20030104,4.0,0.88,1.0101,0.29,0.04,0.4,7.1,3.8
20030105,4.0,0.84,1.0131,0.66,0.0,-2.2,1.8,-0.2
20030106,5.8,0.82,1.0133,0.51,0.0,-4.2,-0.2,-2.2
20030107,5.8,0.82,1.0139,0.45,0.0,-5.1,-1.8,-3.4
20030108,7.2,0.78,1.0096,0.53,0.0,-5.6,-3.0,-4.3
20030109,4.5,0.77,1.0152,0.61,0.0,-8.0,-3.1,-5.6
20030110,2.1,0.76,1.0236,0.35,0.0,-8.3,1.0,-3.6
20030111,6.2,0.75,1.0298,0.49,0.0,-7.1,-1.3,-4.2
20030112,4.1,0.66,1.0351,0.72,0.0,-5.8,1.3,-2.2
20030113,2.1,0.84,1.0374,0.29,0.0,-8.0,3.0,-2.5
20030114,1.2,0.9,1.0363,0.1,0.0,1.7,4.2,2.9
20030115,1.8,0.96,1.0305,0.29,0.06,-3.9,4.2,0.1
20030116,1.2,0.98,1.0317,0.14,0.0,1.4,4.1,2.8
20030117,3.9,0.95,1.0213,0.58,0.44,-2.7,4.5,0.9
20030118,3.2,0.96,1.0169,0.19,0.0,2.0,6.7,4.4
20030119,6.1,0.81,1.0072,0.42,0.1,3.1,10.5,6.8
20030120,7.1,0.88,1.0007,0.14,0.76,6.3,9.8,8.0
20030121,6.2,0.88,0.9902,0.26,0.92,6.3,9.7,8.0
20030122,5.8,0.86,1.0029,0.56,0.12,6.0,10.8,8.4
20030123,4.8,0.83,1.0268,0.24,0.0,4.3,7.8,6.0
20030124,1.9,0.88,1.0383,0.82,0.0,-0.5,7.1,3.3
20030125,2.1,0.95,1.0358,0.63,0.06,-3.3,6.9,1.8
20030126,2.8,0.98,1.0337,0.11,0.24,4.6,9.6,7.1
20030127,3.2,0.98,1.0326,0.33,0.02,8.1,10.6,9.4
