DATE,MALMO_wind_speed,MALMO_precipitation,MALMO_temp_min,MALMO_temp_max,MALMO_temp_mean
20030216,0.7,0.0,-11.1,0.1,-6.8
20030217,1.9,0.0,-9.5,0.0,-2.4
20030218,0.8,0.0,-7.3,0.6,-4.0
20030219,1.0,0.0,-6.6,2.8,-2.4
20030220,1.0,0.0,-10.0,5.3,-3.2
20030221,3.5,0.0,-3.4,0.5,-0.3
20030222,2.6,0.0,-1.4,1.9,-0.6
20030223,1.8,0.0,-4.8,3.4,-1.0
20030224,1.4,0.0,-4.6,3.4,-1.6
20030225,0.6,0.0,-7.8,2.0,-2.9
20030226,2.8,0.0,-6.2,4.9,-1.3
20030227,2.7,0.0,-2.8,0.1,-1.3
20030228,1.2,0.0,-3.3,-1.4,-2.6
20030301,4.8,0.0,-3.3,-0.3,-1.7
20030302,6.1,0.0,-2.0,-1.1,-1.7
20030303,4.8,0.0,-3.0,-1.7,-2.4
20030304,2.5,0.0,-2.4,1.4,-0.7
20030305,5.0,0.0,-5.1,1.7,-0.5
20030306,6.1,0.19,-1.3,1.2,0.0
20030307,2.1,0.04,-0.5,3.4,1.4
20030308,4.3,0.08,-0.3,4.8,1.9
20030309,2.1,0.02,2.4,5.6,4.2
20030310,3.7,0.0,4.2,9.9,6.5
20030311,3.7,0.33,3.7,7.6,5.3
20030312,2.7,0.0,4.0,7.3,5.2
20030313,2.8,0.0,0.0,5.7,2.6
20030314,0.9,0.0,-3.3,8.3,2.1
20030315,0.8,0.0,-3.4,8.7,2.6
20030316,3.0,0.0,-1.1,12.1,6.2
20030317,3.4,0.0,2.5,9.6,5.4
20030318,2.2,0.0,1.9,12.1,5.9
20030319,2.3,0.0,0.1,5.1,2.4
20030320,3.1,0.0,-1.4,6.7,1.0
20030321,1.4,0.0,-6.0,2.5,-1.9
20030322,2.0,0.0,-5.5,5.1,0.7
20030323,1.9,0.0,-3.0,11.2,5.2
20030324,1.3,0.03,-3.3,13.4,5.2
20030325,1.5,0.0,2.2,12.5,6.6
20030326,0.6,0.0,-2.7,11.7,3.9
20030327,0.6,0.0,-3.0,13.8,4.9
20030328,0.8,0.0,-2.0,13.6,5.7
20030329,1.4,0.0,-1.7,13.3,6.3
20030330,4.6,0.21,3.5,12.6,7.1
20030331,4.0,0.0,2.0,9.5,5.7
20030401,3.5,0.15,-2.4,10.1,5.5
20030402,3.0,0.0,5.0,9.6,6.0
20030403,4.8,0.0,3.6,7.6,5.1
20030404,3.8,0.0,-0.4,8.8,4.9
20030405,4.7,0.0,0.9,7.5,4.3
20030406,4.2,0.0,-0.9,5.5,1.8
20030407,2.5,0.0,-3.2,5.6,1.1
20030408,2.1,0.0,-3.8,4.6,0.1
20030409,3.2,0.15,-4.5,2.5,-0.6
20030410,2.7,0.87,0.4,3.6,1.4
20030411,3.2,0.02,0.4,5.6,2.9
20030412,2.2,0.0,1.9,10.3,6.5
20030413,1.4,0.0,3.2,10.9,7.2
20030414,3.0,0.0,-2.2,14.1,6.7
20030415,3.2,0.0,2.6,15.8,8.9
20030416,1.0,0.0,0.7,17.9,9.6
20030417,2.0,0.0,0.5,17.3,9.7
20030418,3.8,0.0,2.7,11.6,6.2
20030419,5.9,0.0,2.8,14.7,8.2
20030420,6.3,0.0,3.8,16.1,9.9
20030421,3.8,0.0,2.2,18.3,10.9
20030422,1.6,0.0,1.1,18.6,10.5
20030423,1.3,0.0,0.9,18.2,10.8
20030424,2.8,0.0,2.4,14.9,8.9
20030425,5.6,0.0,1.9,11.8,6.7
20030426,7.0,0.99,3.8,9.3,7.0
20030427,6.0,0.14,7.2,12.6,9.8
20030428,3.9,0.36,8.2,15.8,11.8
20030429,4.3,0.0,10.1,17.3,12.7
20030430,3.9,1.71,8.0,18.0,12.5
20030501,5.3,0.41,9.0,12.8,10.2
20030502,3.1,0.46,7.4,15.1,10.8
20030503,5.1,0.09,8.9,13.2,10.4
20030504,3.5,0.0,7.6,15.8,11.3
20030505,6.0,0.0,9.0,21.0,15.2
20030506,2.9,0.04,11.0,17.4,12.1
20030507,3.3,0.0,8.1,14.7,11.1
20030508,3.0,0.0,6.6,17.9,12.5
20030509,2.2,0.0,8.1,16.3,12.1
20030510,1.7,0.0,9.3,16.4,12.6
20030511,1.9,0.0,6.2,18.3,12.8
20030512,3.1,0.53,11.0,16.6,12.9
20030513,2.5,0.0,7.9,14.3,11.1
20030514,3.3,0.06,5.0,13.4,9.6
20030515,4.3,0.0,7.4,12.7,9.6
20030516,3.0,0.0,5.8,12.9,9.3
20030517,3.1,0.0,2.1,15.4,10.0
20030518,3.0,0.38,10.3,18.4,13.5
20030519,1.7,0.68,9.0,15.8,11.8
20030520,2.9,0.16,10.2,15.4,12.6
20030521,3.0,0.01,8.5,16.1,12.4
20030522,2.5,1.01,7.5,16.6,12.5
20030523,3.2,0.77,11.5,16.7,13.2
20030524,2.6,0.58,10.6,18.9,14.8
20030525,1.8,0.0,11.9,22.7,17.4
20030526,2.5,0.0,12.9,18.6,14.8
20030527,1.0,0.0,7.3,18.3,13.9
20030528,1.5,0.0,6.3,20.0,14.7
20030529,1.1,0.0,7.8,20.2,15.0
20030530,0.9,0.0,6.5,22.0,15.6
20030531,2.0,0.0,10.0,21.4,16.5
20030601,2.2,0.0,8.7,22.0,15.6
20030602,4.9,0.0,6.2,20.6,14.4
20030603,3.9,0.0,10.4,24.5,18.3
20030604,3.6,0.04,11.5,25.9,19.7
20030605,3.0,0.0,16.7,24.3,20.2
20030606,4.0,0.0,14.1,20.7,17.4
20030607,1.9,0.03,14.5,21.6,18.2
20030608,2.6,2.09,12.9,24.2,18.9
20030609,6.2,0.02,14.7,20.3,15.8
20030610,2.3,0.56,13.5,19.3,15.8
20030611,4.0,0.0,11.5,22.2,17.2
20030612,3.5,0.0,13.2,20.5,16.4
20030613,4.4,0.0,13.2,20.3,16.6
20030614,3.0,0.0,12.7,19.4,15.8
20030615,2.8,0.42,12.5,18.2,14.9
20030616,2.1,0.0,10.5,19.8,15.6
20030617,2.5,0.0,7.2,19.2,14.3
20030618,3.7,0.2,10.2,20.0,15.5
20030619,4.6,0.2,13.9,20.4,16.6
20030620,6.7,0.5,10.2,17.8,14.0
20030621,5.2,0.07,12.7,18.6,14.9
20030622,2.3,0.0,12.6,18.3,15.1
20030623,3.8,0.48,9.9,17.7,14.6
20030624,6.5,0.0,13.5,18.1,15.3
20030625,3.6,0.0,13.6,19.4,16.2
20030626,1.0,0.0,8.6,24.1,18.0
20030627,1.2,0.0,13.3,24.4,19.1
20030628,1.0,0.0,11.0,24.2,18.2
20030629,1.1,0.63,11.4,23.9,16.8
20030630,1.9,0.01,11.6,19.4,15.4
20030701,2.9,0.31,12.5,18.8,15.5
20030702,1.4,0.0,10.5,20.8,15.5
20030703,3.3,2.78,12.9,19.9,16.0
20030704,2.7,1.12,14.4,18.4,16.1
20030705,3.0,0.0,15.0,21.3,18.2
20030706,2.8,0.0,15.2,19.8,16.7
20030707,2.6,0.0,14.1,19.5,16.6
20030708,2.0,0.0,12.8,22.9,17.6
20030709,2.8,0.0,15.5,21.9,18.5
20030710,2.9,0.0,15.2,23.8,19.4
20030711,2.1,0.79,11.8,22.8,18.2
20030712,4.5,0.01,13.2,19.7,16.2
20030713,2.8,0.0,14.2,23.8,19.0
20030714,1.0,0.0,11.8,27.0,20.0
20030715,1.3,0.01,14.3,27.4,20.9
20030716,3.2,0.0,16.4,26.1,21.5
20030717,2.3,3.16,16.1,27.8,22.3
20030718,1.4,0.55,17.7,23.2,19.2
20030719,1.5,0.0,14.2,24.6,19.5
20030720,2.2,0.0,14.0,25.4,20.4
20030721,2.0,0.07,18.1,25.9,21.7
20030722,1.6,0.0,16.3,25.3,20.7
20030723,1.5,0.0,16.7,23.6,20.1
20030724,2.0,0.0,12.8,25.2,19.6
20030725,1.5,0.0,16.9,24.5,20.5
20030726,1.9,0.13,15.0,22.4,19.0
20030727,2.3,0.0,15.7,24.1,20.1
20030728,2.0,0.0,17.6,23.0,19.8
20030729,1.2,0.0,11.3,24.3,18.8
20030730,0.9,0.0,11.3,25.6,19.6
20030731,0.8,0.0,11.1,26.9,20.2
20030801,0.8,0.0,13.9,27.0,21.4
20030802,0.6,0.81,18.2,23.7,20.7
20030803,1.0,0.0,14.0,24.6,19.7
20030804,1.7,0.0,11.2,23.9,18.8
20030805,2.0,0.0,13.2,24.0,19.0
20030806,1.4,0.0,11.1,25.8,19.4
20030807,1.2,0.0,11.0,26.2,20.1
20030808,1.0,0.0,12.1,28.1,21.4
20030809,1.7,0.0,13.6,27.2,20.5
20030810,1.5,0.0,12.5,28.0,20.8
20030811,1.4,0.06,14.6,27.9,22.1
20030812,1.6,0.0,18.8,27.8,23.2
20030813,2.1,0.0,16.5,27.6,22.1
20030814,5.7,0.18,14.8,23.4,17.6
20030815,6.2,0.0,15.5,21.2,17.7
20030816,3.6,0.0,16.3,23.0,19.1
20030817,1.2,0.0,15.3,23.6,19.3
20030818,2.1,0.03,9.2,23.6,17.0
20030819,2.2,0.0,15.4,24.5,19.4
20030820,3.2,0.06,14.8,22.1,18.0
20030821,2.9,0.12,14.8,20.1,17.4
20030822,4.0,0.05,15.8,22.3,17.7
20030823,5.3,0.44,14.9,20.9,16.7
20030824,3.2,0.0,15.8,23.4,19.3
20030825,2.2,0.0,10.1,21.6,16.0
20030826,2.3,0.0,10.3,21.7,16.2
20030827,3.9,0.16,9.4,17.2,12.7
20030828,1.5,0.01,6.2,18.7,13.2
20030829,2.4,1.6,12.2,18.6,14.5
20030830,2.2,0.02,10.7,16.9,13.5
20030831,1.7,0.35,10.7,18.3,13.4
20030901,1.5,0.32,6.5,16.6,11.2
20030902,1.2,0.0,2.8,16.9,10.6
20030903,2.7,0.0,9.3,18.3,14.4
20030904,2.3,0.0,14.1,20.7,16.5
20030905,0.6,0.0,8.0,21.6,15.2
20030906,4.0,0.0,8.9,21.3,16.0
20030907,3.5,0.0,14.0,20.6,17.3
20030908,5.2,0.0,14.0,21.7,17.7
20030909,6.7,0.02,15.1,21.7,18.0
20030910,2.0,1.96,11.9,16.2,13.5
20030911,1.9,0.0,8.3,19.4,14.2
20030912,0.8,0.0,10.2,20.7,14.5
20030913,1.5,0.0,11.9,19.9,15.9
20030914,0.8,0.0,9.0,20.0,14.6
20030915,2.2,0.0,12.0,20.5,15.7
20030916,1.9,0.0,13.5,20.7,15.6
20030917,1.8,0.0,12.1,20.5,16.0
20030918,2.0,0.0,13.6,21.7,17.4
20030919,3.2,0.0,14.5,20.6,17.8
20030920,2.0,0.0,12.7,21.7,16.5
20030921,3.8,0.14,14.3,20.1,16.2
20030922,3.7,0.19,10.6,23.8,18.1
20030923,5.2,0.0,11.8,21.2,13.7
20030924,3.5,0.0,10.1,15.4,12.1
20030925,2.8,0.0,8.9,17.2,13.6
20030926,2.6,0.04,9.2,17.4,13.9
20030927,3.8,0.0,11.3,15.5,12.7
20030928,1.3,0.0,5.1,15.2,10.1
20030929,1.5,0.3,2.4,10.1,7.3
20030930,0.6,0.0,6.6,14.9,9.4
20031001,1.0,0.0,2.1,15.7,9.3
20031002,1.3,0.0,7.3,15.5,10.5
20031003,1.2,0.43,3.4,14.9,10.0
20031004,1.8,0.3,9.9,14.3,11.6
20031005,1.9,0.0,4.1,13.7,8.4
20031006,3.2,0.48,4.9,13.1,9.3
20031007,1.5,0.26,4.9,11.4,7.9
20031008,2.4,0.45,1.5,11.7,8.2
20031009,3.9,0.2,8.1,13.5,10.4
20031010,4.8,0.23,7.7,15.6,12.6
20031011,5.5,0.2,10.2,13.5,11.2
20031012,2.8,0.0,6.8,13.9,9.9
20031013,1.1,0.0,0.9,10.6,5.1
20031014,1.2,0.0,-0.9,10.5,5.2
20031015,1.0,0.0,-2.5,9.5,3.6
20031016,0.2,0.0,-3.1,11.1,2.6
20031017,1.1,0.0,-2.6,11.0,4.6
20031018,2.1,0.0,6.9,8.4,7.7
20031019,2.9,1.79,4.4,8.7,5.6
20031020,3.3,0.01,1.1,6.9,3.2
20031021,4.7,0.15,0.0,6.3,3.8
20031022,2.5,0.0,-1.9,5.6,0.6
20031023,1.0,0.0,-6.8,3.3,-2.4
20031024,2.9,0.13,-8.0,5.6,0.0
20031025,2.9,0.0,2.5,7.8,5.6
20031026,1.0,0.04,-3.1,4.5,-0.4
20031027,3.3,0.0,-6.5,6.3,1.2
20031028,3.8,0.0,6.3,8.4,7.3
20031029,1.3,0.01,0.4,7.4,4.2
20031030,0.5,0.73,-2.7,6.9,4.2
20031031,2.5,0.0,4.9,8.6,7.1
20031101,4.2,0.07,7.4,9.1,8.3
20031102,2.8,0.34,7.4,10.5,8.5
20031103,4.0,0.39,7.6,10.9,9.3
20031104,3.4,0.0,8.1,11.8,9.3
20031105,1.5,0.0,2.9,8.4,7.1
20031106,2.6,0.0,5.6,8.2,6.4
20031107,1.8,0.0,-0.8,7.5,3.2
20031108,5.8,0.0,5.0,7.6,6.4
20031109,6.3,0.0,4.6,7.4,5.7
20031110,4.4,0.0,4.3,5.6,5.0
20031111,3.1,0.0,0.8,7.3,3.9
20031112,3.0,0.0,2.0,7.9,4.0
20031113,2.4,0.0,-0.8,5.9,3.1
20031114,2.2,0.0,1.0,5.8,3.9
20031115,3.0,0.05,3.6,7.7,6.0
20031116,3.0,0.09,7.1,8.2,7.5
20031117,3.0,0.0,6.0,8.9,6.9
20031118,3.1,0.44,4.5,9.2,7.9
20031119,4.8,1.52,7.8,11.1,9.3
20031120,2.7,0.83,6.7,8.5,7.8
20031121,3.0,0.4,8.1,9.3,8.6
20031122,1.6,0.49,7.8,8.8,8.1
20031123,2.8,0.15,7.5,10.6,9.0
20031124,1.8,0.08,2.4,7.5,3.3
20031125,2.6,0.03,2.5,9.2,7.0
20031126,3.9,0.99,1.2,8.7,7.1
20031127,1.0,0.14,6.2,7.9,7.3
20031128,1.0,0.01,7.0,8.2,7.3
20031129,1.2,0.02,-0.1,7.1,3.6
20031130,4.2,0.0,5.2,7.8,7.0
20031201,4.2,0.0,5.6,7.9,6.9
20031202,5.2,0.0,6.3,7.7,6.9
20031203,2.4,0.09,5.4,6.6,5.7
20031204,1.9,0.0,3.4,5.5,4.3
20031205,5.0,0.19,5.3,8.7,8.1
20031206,5.1,0.0,-0.3,9.8,2.1
20031207,3.5,0.03,-6.8,3.8,-1.0
20031208,3.2,0.0,3.8,6.8,6.2
20031209,1.6,0.0,1.1,6.3,4.3
20031210,2.3,0.0,-3.1,5.1,2.1
20031211,3.9,0.33,1.4,4.0,3.0
20031212,2.8,0.03,2.1,5.4,3.7
20031213,4.1,1.5,1.7,8.5,5.6
20031214,6.4,0.7,5.1,8.8,6.5
20031215,6.8,0.2,0.2,5.8,3.1
20031216,3.3,0.2,-2.9,4.9,0.3
20031217,4.3,0.03,-2.8,8.2,5.9
20031218,3.2,0.0,4.2,8.3,5.9
20031219,3.4,0.01,2.3,4.5,3.6
20031220,3.3,0.8,3.5,5.6,4.5
20031221,3.1,0.85,0.7,7.3,3.8
20031222,4.0,0.0,-4.4,3.6,-2.2
20031223,1.6,0.0,-6.9,2.2,-0.5
20031224,5.0,0.4,0.2,3.1,2.5
20031225,5.0,0.05,3.1,6.6,5.4
20031226,4.2,0.05,6.1,7.2,6.7
20031227,5.3,0.0,4.2,6.9,5.6
20031228,4.4,0.5,4.1,5.6,4.9
20031229,3.8,0.15,1.3,6.7,3.4
20031230,1.2,0.25,-0.3,3.9,1.5
20031231,1.0,0.0,-2.9,2.3,-1.2
20040101,1.6,0.0,-7.3,-2.1,-4.5
20040102,2.4,0.0,-5.0,-1.8,-3.7
20040103,1.2,0.0,-7.3,-2.1,-4.6
20040104,1.9,0.0,-3.6,-0.6,-2.3
20040105,0.9,0.0,-9.8,-0.3,-6.0
20040106,4.8,0.75,-6.4,0.1,-2.0
20040107,1.1,0.14,-1.6,3.7,2.4
20040108,3.1,0.0,0.3,3.2,1.3
20040109,5.0,0.0,-2.0,1.2,-1.1
20040110,2.0,0.0,-2.1,-0.3,-0.9
20040111,5.9,1.31,-0.8,1.6,0.7
20040112,3.2,0.07,1.6,5.3,3.1
20040113,3.3,1.04,0.2,3.6,1.8
20040114,1.3,0.14,0.3,1.9,1.3
20040115,0.5,0.03,-5.0,1.8,-2.4
20040116,3.2,0.91,-2.2,2.3,1.0
20040117,3.2,0.0,-1.4,1.7,0.2
20040118,2.9,0.37,-6.3,1.5,-2.0
20040119,4.7,0.0,-0.4,3.4,1.5
20040120,2.9,0.0,-2.8,0.7,-1.3
20040121,2.0,0.0,-9.3,-2.8,-7.0
20040122,0.8,0.0,-13.6,-3.3,-8.6
20040123,2.9,0.0,-6.6,-0.7,-2.4
20040124,4.5,0.0,-2.1,-0.8,-1.6
20040125,2.2,0.0,-4.1,-1.7,-3.2
20040126,1.6,0.0,-5.7,-3.3,-4.7
20040127,0.8,0.05,-6.4,-1.8,-4.2
20040128,3.1,0.05,-6.3,-0.3,-1.5
20040129,2.4,0.7,-3.9,0.1,-1.3
20040130,2.2,0.3,-11.3,-0.1,-2.6
20040131,5.7,1.55,-0.2,2.6,1.9
20040201,4.0,0.03,0.2,5.4,2.2
20040202,2.7,0.66,-0.2,5.9,3.6
20040203,3.4,0.86,2.7,7.6,5.7
20040204,4.2,0.21,6.6,8.8,7.4
20040205,4.3,0.02,5.9,9.4,8.0
20040206,3.0,0.32,5.2,7.8,6.0
20040207,3.9,0.03,3.2,5.6,4.5
20040208,2.8,0.11,0.0,6.1,2.5
20040209,5.1,0.0,-1.1,2.1,0.6
20040210,3.2,0.02,-1.1,2.6,0.8
20040211,1.7,0.0,-2.9,1.0,-1.7
20040212,1.3,0.01,-7.4,-0.7,-3.0
20040213,2.4,0.03,-0.7,1.7,0.5
20040214,2.9,0.0,-0.8,1.9,0.7
20040215,1.9,0.0,-1.8,3.7,1.0
20040216,1.5,0.01,-3.4,2.6,0.4
20040217,4.6,0.07,1.3,5.7,4.1
20040218,3.0,0.0,0.6,5.1,2.3
20040219,1.0,0.0,-4.1,2.4,-2.0
20040220,0.7,0.0,-6.7,2.9,-2.9
20040221,2.3,0.0,-4.3,3.0,-0.7
20040222,2.1,0.01,-3.1,2.9,-0.1
20040223,3.4,0.0,-1.7,1.0,-0.8
20040224,3.4,0.29,-6.7,0.9,-0.8
20040225,4.0,0.11,-0.6,3.1,0.5
20040226,4.5,0.1,-0.4,1.3,0.4
20040227,1.8,0.03,-1.1,2.2,0.2
20040228,1.5,0.0,-3.8,3.2,-1.5
20040229,1.2,0.0,-5.8,2.3,-2.2
20040301,2.8,0.0,-4.8,4.5,1.8
20040302,3.0,0.0,-0.9,6.8,3.3
20040303,2.6,0.0,-2.3,3.4,-0.8
20040304,2.0,0.0,-5.9,1.6,-2.9
20040305,1.8,0.0,-5.6,2.0,-2.2
20040306,2.1,0.0,-6.3,2.5,-2.0
20040307,1.4,0.0,-1.8,3.1,0.5
20040308,2.5,0.0,-1.8,5.2,1.3
20040309,3.3,0.0,-1.6,4.1,1.3
20040310,4.9,0.0,-0.9,2.5,0.8
20040311,4.9,0.0,0.7,4.8,2.3
20040312,6.9,0.0,0.3,4.8,2.1
20040313,5.7,0.75,1.1,4.1,2.6
20040314,2.7,0.24,1.8,10.9,6.3
20040315,4.5,0.0,5.9,10.7,7.8
20040316,5.0,0.0,6.8,11.9,8.9
20040317,2.6,0.0,6.7,15.7,10.5
20040318,2.5,1.11,4.4,13.0,8.0
20040319,4.5,0.53,5.2,9.5,7.8
20040320,6.7,1.14,4.2,8.0,5.9
20040321,6.9,0.86,2.9,9.0,4.8
20040322,3.8,0.21,3.5,8.5,5.7
20040323,2.0,0.09,3.4,8.6,5.2
20040324,2.3,0.0,-0.9,5.2,2.7
20040325,3.3,0.03,-0.2,4.9,1.5
20040326,2.7,0.0,-1.4,4.4,0.8
20040327,3.8,0.1,-3.0,4.9,2.6
20040328,2.5,0.15,3.2,9.2,5.4
20040329,1.9,0.0,5.2,10.2,6.7
20040330,0.7,0.0,-1.3,11.4,5.2
20040331,2.8,0.0,-1.7,14.1,6.5
20040401,6.6,0.0,1.0,9.9,4.0
20040402,7.5,0.0,0.0,8.0,3.4
20040403,5.4,0.23,2.0,9.6,5.5
20040404,2.8,0.25,5.3,11.4,7.8
20040405,2.6,0.0,2.9,9.5,5.7
20040406,2.5,1.06,1.8,6.5,3.5
20040407,2.2,0.0,2.2,8.6,4.8
20040408,2.2,0.29,1.1,5.6,3.8
20040409,2.7,0.03,-0.8,12.7,6.9
20040410,3.7,0.0,5.1,9.5,6.7
20040411,2.5,0.0,-2.1,10.8,5.4
20040412,1.6,0.0,6.5,11.5,8.0
20040413,0.9,0.0,-1.2,12.8,6.8
20040414,2.1,0.0,1.2,14.2,8.2
20040415,2.5,0.0,4.1,15.6,9.7
20040416,1.7,0.0,0.7,18.8,10.6
20040417,3.5,0.0,2.9,16.9,11.4
20040418,5.8,0.0,7.9,15.6,11.2
20040419,4.2,0.11,8.1,18.3,12.4
20040420,2.0,0.12,7.4,14.8,10.4
20040421,1.3,0.0,5.2,15.9,10.9
20040422,1.5,0.0,2.5,16.4,10.4
20040423,1.5,0.04,6.4,12.5,8.7
20040424,1.6,0.0,8.0,14.0,10.1
20040425,1.2,0.85,1.5,14.8,9.3
20040426,3.0,0.01,7.6,11.3,9.1
20040427,3.4,0.0,3.6,12.5,8.8
20040428,4.2,0.0,4.0,14.8,9.3
20040429,5.3,0.0,2.5,14.6,8.4
20040430,5.2,0.0,5.5,17.2,10.4
20040501,3.8,0.0,5.5,19.3,12.2
20040502,1.7,0.0,6.7,21.0,13.8
20040503,1.6,0.23,7.2,15.1,10.1
20040504,3.8,0.04,6.9,17.4,12.6
20040505,4.9,0.11,11.7,21.8,16.7
20040506,3.9,0.11,9.3,21.5,15.1
20040507,4.8,0.03,10.3,16.9,12.5
20040508,3.0,0.02,10.2,14.6,12.2
20040509,2.1,0.04,10.4,23.1,15.9
20040510,1.2,0.0,9.8,23.0,16.3
20040511,2.2,0.0,7.8,16.3,11.8
20040512,2.5,0.13,6.7,11.6,8.9
20040513,2.0,0.0,4.1,13.4,8.3
20040514,3.2,0.0,2.1,13.7,9.2
20040515,5.0,0.0,9.0,15.6,12.1
20040516,2.5,0.0,7.8,18.3,12.9
20040517,2.6,0.0,10.8,18.2,14.0
20040518,5.9,0.0,11.5,17.7,14.3
20040519,7.0,0.01,9.2,16.4,12.3
20040520,5.6,0.0,9.6,15.8,11.7
20040521,4.9,0.0,6.5,13.6,9.4
20040522,3.1,0.3,5.4,14.6,9.3
20040523,4.3,0.0,4.0,13.8,9.5
20040524,4.9,0.0,6.2,16.8,11.9
20040525,5.5,0.0,9.3,14.3,10.8
20040526,2.3,0.18,6.6,13.9,10.0
20040527,1.5,0.0,6.2,17.0,11.9
20040528,3.0,0.0,5.2,13.8,10.3
20040529,1.9,0.0,9.2,16.3,12.2
20040530,1.2,0.0,7.1,21.5,15.2
20040531,4.9,0.0,7.8,18.6,13.0
20040601,3.6,0.0,4.0,18.6,12.6
20040602,2.7,0.0,4.5,20.7,13.8
20040603,1.1,0.0,3.4,22.9,14.9
20040604,1.5,0.04,5.3,18.6,12.4
20040605,1.6,0.0,11.6,21.0,15.9
20040606,3.2,0.0,10.5,17.9,13.8
20040607,3.2,0.0,14.1,22.2,17.3
20040608,4.3,0.0,12.6,19.5,15.6
20040609,4.1,0.13,8.2,15.8,11.8
20040610,2.7,0.0,11.6,24.2,17.6
20040611,3.0,0.06,10.3,22.0,16.5
20040612,2.6,0.75,12.3,20.6,15.8
20040613,3.1,0.0,10.5,23.0,17.3
20040614,5.9,0.0,12.7,21.0,16.1
20040615,7.2,0.49,14.3,18.3,15.5
20040616,6.4,0.0,9.4,17.4,12.8
20040617,2.7,0.82,9.8,14.3,11.7
20040618,1.0,1.73,10.9,14.0,12.0
20040619,2.6,0.56,9.2,15.1,11.2
20040620,3.0,0.01,8.0,15.9,12.4
20040621,1.6,0.0,8.9,19.0,14.2
20040622,1.7,0.25,9.2,17.7,13.8
20040623,3.8,0.8,8.2,18.5,13.8
20040624,3.5,0.39,12.7,15.5,13.5
20040625,4.8,0.84,11.2,15.2,12.9
20040626,3.3,0.02,12.2,14.8,13.3
20040627,1.4,0.0,8.2,17.1,13.0
20040628,3.0,0.43,11.5,19.2,14.6
20040629,5.4,1.12,11.3,16.4,13.1
20040630,3.5,0.47,11.1,20.1,15.3
20040701,1.9,0.88,13.5,18.6,14.7
20040702,2.5,0.03,11.4,19.2,15.0
20040703,1.9,0.51,11.0,17.9,14.1
20040704,3.0,0.39,11.7,18.6,14.2
20040705,2.8,0.0,12.0,18.9,15.2
20040706,4.8,0.0,11.5,17.6,14.7
20040707,2.4,0.0,11.5,19.4,15.4
20040708,3.4,0.18,8.3,22.0,15.1
20040709,1.4,3.23,15.0,20.8,16.9
20040710,4.9,1.34,13.6,18.8,15.3
20040711,4.9,0.63,12.1,15.3,13.7
20040712,3.5,0.0,13.3,16.3,14.7
20040713,4.4,0.0,12.5,16.4,14.1
20040714,4.1,0.68,12.0,17.4,13.9
20040715,3.5,0.0,12.5,19.5,16.0
20040716,2.6,0.0,11.8,19.9,15.5
20040717,2.3,0.33,8.2,21.0,16.1
20040718,2.4,1.97,14.2,23.9,18.4
20040719,1.8,0.0,15.5,21.4,17.8
20040720,1.5,1.34,10.4,21.2,16.2
20040721,2.4,0.07,11.9,17.0,13.9
20040722,1.2,0.0,14.0,18.4,16.2
20040723,0.8,0.7,15.3,21.9,18.1
20040724,1.7,0.01,14.6,21.4,17.6
20040725,2.1,0.7,13.0,19.6,14.9
20040726,1.2,0.0,9.9,19.3,14.8
20040727,2.3,0.0,10.9,20.7,16.0
20040728,1.6,0.0,12.0,22.1,17.7
20040729,0.6,0.0,9.3,24.4,18.5
20040730,0.5,0.0,9.4,26.5,19.5
20040731,1.0,0.0,11.4,27.0,20.1
20040801,1.2,0.11,16.2,25.8,19.6
20040802,1.0,0.45,13.5,25.2,18.9
20040803,1.1,0.69,14.4,19.5,17.3
20040804,1.4,0.41,17.9,24.7,20.3
20040805,1.0,0.0,14.7,26.4,20.7
20040806,2.8,0.0,17.1,26.9,22.3
20040807,2.8,0.0,15.2,26.1,21.1
20040808,2.5,0.0,15.5,27.1,21.9
20040809,1.7,0.0,13.8,27.6,21.4
20040810,2.2,0.0,12.4,26.8,20.4
20040811,2.0,0.0,13.4,24.4,19.2
20040812,1.3,0.0,13.6,25.8,19.2
20040813,1.2,1.36,15.3,21.7,17.5
20040814,1.8,0.0,11.8,21.9,16.9
20040815,4.5,0.0,11.2,23.0,17.8
20040816,2.2,0.54,16.6,22.7,19.0
20040817,2.2,0.0,17.4,22.7,19.6
20040818,1.7,0.18,12.5,22.6,18.0
20040819,3.5,0.0,17.9,23.7,20.6
20040820,2.8,0.0,16.0,23.6,19.5
20040821,2.9,0.23,15.3,19.6,16.8
20040822,4.9,0.0,13.3,19.7,15.7
20040823,1.6,0.0,10.4,19.1,14.9
20040824,4.0,0.46,12.1,20.8,16.7
20040825,1.8,0.51,14.0,20.4,16.8
20040826,1.6,0.18,13.7,20.4,16.6
20040827,3.0,0.65,12.7,17.0,15.0
20040828,2.1,0.03,14.1,20.3,16.6
20040829,1.4,0.05,9.1,19.3,14.7
20040830,1.9,0.04,13.3,18.7,15.7
20040831,1.4,0.53,9.2,17.9,13.7
20040901,4.5,0.1,13.6,17.5,15.5
20040902,1.8,0.0,14.2,20.1,16.1
20040903,0.6,0.0,7.9,22.1,15.4
20040904,0.3,0.0,8.1,23.3,16.0
20040905,1.1,0.0,9.9,22.8,16.9
20040906,1.0,0.0,13.9,23.5,18.6
20040907,2.0,0.0,10.8,21.5,15.7
20040908,1.8,0.0,6.5,18.2,13.5
20040909,0.9,0.0,4.2,19.9,13.1
