DATE,DE_BILT_cloud_cover,DE_BILT_wind_speed,DE_BILT_wind_gust,DE_BILT_humidity,DE_BILT_pressure,DE_BILT_global_radiation,DE_BILT_precipitation,DE_BILT_sunshine,DE_BILT_temp_min,DE_BILT_temp_max,DE_BILT_temp_mean
20041101,8,3.3,8.0,0.84,1.0223,0.29,0.0,0.5,4.0,10.1,8.0
20041102,8,3.0,8.0,0.9,1.0198,0.2,0.15,0.0,7.2,9.9,8.6
20041103,8,1.6,5.0,0.97,1.0183,0.24,0.27,0.2,8.3,12.6,10.1
20041104,5,2.5,7.0,0.94,1.0196,0.36,0.08,1.4,6.3,12.8,9.8
20041105,4,3.0,9.0,0.8,1.0254,0.52,0.04,3.4,6.6,12.7,9.1
20041106,7,2.1,8.0,0.9,1.0229,0.35,0.04,1.4,5.9,12.9,9.3
20041107,7,1.5,5.0,0.86,1.0231,0.55,0.0,4.1,5.4,11.8,7.6
20041108,7,1.9,5.0,0.88,1.018,0.26,0.0,0.5,3.9,9.2,6.8
20041109,2,2.3,6.0,0.87,1.0147,0.76,0.0,8.0,0.1,6.3,2.7
20041110,8,2.3,7.0,0.93,1.0092,0.17,0.55,0.0,3.4,8.5,6.3
20041111,5,1.6,6.0,0.91,1.0213,0.34,0.0,1.6,-0.8,5.8,3.5
20041112,4,3.6,13.0,0.94,1.0191,0.38,0.35,2.2,0.3,10.2,5.1
20041113,4,2.5,15.0,0.86,1.0272,0.61,0.27,6.0,1.4,9.0,5.0
20041114,4,1.6,4.0,0.9,1.0324,0.6,0.0,6.0,-0.6,10.1,4.5
20041115,8,2.8,7.0,0.89,1.0255,0.16,0.0,0.0,3.3,8.8,7.4
20041116,8,3.3,9.0,0.94,1.0238,0.15,0.08,0.0,8.6,11.5,10.2
20041117,8,5.4,15.0,0.93,1.0173,0.15,0.86,0.0,10.1,12.6,11.4
20041118,8,3.9,13.0,0.89,1.0092,0.15,2.65,0.0,2.6,11.9,7.5
20041119,6,3.8,18.0,0.86,1.0133,0.4,0.58,3.0,1.2,6.0,3.4
20041120,5,2.6,11.0,0.91,1.0209,0.39,0.45,3.0,-1.5,5.7,2.0
20041121,6,3.1,9.0,0.96,1.0226,0.26,0.21,1.1,-1.4,6.9,1.4
20041122,8,5.7,14.0,0.88,1.0138,0.14,0.08,0.0,6.9,12.8,11.1
20041123,3,2.6,11.0,0.88,1.0259,0.45,0.03,4.3,-1.3,11.0,6.6
20041124,0,1.4,4.0,0.93,1.0332,0.57,0.0,6.9,-2.7,7.1,1.3
20041125,6,1.7,5.0,0.98,1.0266,0.13,0.0,0.0,-4.2,-0.5,-1.9
20041126,8,3.8,9.0,0.98,1.0213,0.13,0.38,0.0,-1.9,8.3,3.8
20041127,8,2.4,7.0,0.93,1.0215,0.13,0.0,0.0,6.3,9.7,8.0
20041128,8,2.6,8.0,0.96,1.0122,0.13,0.5,0.0,6.6,9.1,8.0
20041129,8,1.1,4.0,0.98,1.017,0.13,0.0,0.0,5.0,8.2,7.2
20041130,7,2.2,8.0,0.97,1.0152,0.23,0.0,1.0,2.4,7.5,4.9
20041201,8,2.1,7.0,0.92,1.0088,0.12,0.0,0.0,3.0,3.9,3.3
20041202,3,1.1,3.0,0.95,1.0125,0.45,0.0,5.6,-2.3,7.4,1.9
20041203,8,1.0,3.0,0.99,1.0215,0.18,0.0,0.8,-0.5,4.8,1.7
20041204,8,2.3,5.0,0.99,1.0289,0.11,0.04,0.0,0.0,5.6,3.3
20041205,7,2.3,7.0,0.98,1.0283,0.14,0.0,0.2,1.5,9.3,6.7
20041206,8,2.6,6.0,0.97,1.0287,0.14,0.0,0.3,2.0,8.9,6.7
20041207,8,2.2,7.0,0.96,1.0299,0.19,0.0,1.0,5.3,7.2,6.4
20041208,6,1.6,4.0,0.94,1.0322,0.17,0.0,0.7,0.4,7.4,5.1
20041209,4,2.5,6.0,0.98,1.0275,0.15,0.0,0.4,-3.3,1.0,-0.7
20041210,7,2.1,5.0,0.99,1.0258,0.11,0.0,0.0,-5.0,2.2,-0.2
20041211,8,1.3,4.0,0.95,1.0296,0.11,0.0,0.0,2.2,5.2,3.6
20041212,8,3.3,9.0,0.92,1.0307,0.11,0.0,0.0,1.1,3.6,2.7
20041213,8,2.7,6.0,0.92,1.0303,0.11,0.0,0.0,-1.9,1.2,-1.2
20041214,7,3.2,9.0,0.96,1.0269,0.11,0.0,0.0,-2.0,3.8,0.4
20041215,6,3.9,8.0,0.9,1.0199,0.15,0.0,0.5,0.8,6.0,4.0
20041216,6,5.0,13.0,0.95,1.0059,0.11,0.41,0.0,2.4,7.3,5.5
20041217,7,4.0,15.0,0.89,0.9951,0.17,0.96,0.8,4.3,8.1,6.0
20041218,6,3.8,13.0,0.83,1.0049,0.2,0.14,1.3,0.8,7.6,4.6
20041219,2,2.0,8.0,0.9,1.0112,0.44,0.0,6.2,-3.8,5.5,0.5
20041220,1,1.8,6.0,0.89,1.0215,0.46,0.0,6.6,-5.0,4.0,-1.7
20041221,4,2.2,5.0,0.9,1.0231,0.29,0.0,3.0,-6.0,-0.5,-2.7
20041222,8,5.8,14.0,0.96,1.0131,0.11,0.25,0.0,-0.5,7.4,3.6
20041223,8,5.7,16.0,0.88,1.0056,0.19,0.04,1.1,7.1,11.6,9.7
20041224,6,5.9,15.0,0.79,0.9991,0.36,1.03,4.4,6.9,10.3,8.8
20041225,4,3.9,14.0,0.9,0.9947,0.33,0.32,3.6,-0.1,7.1,3.6
20041226,3,0.8,4.0,0.97,1.0082,0.42,0.0,5.5,-4.7,4.3,-1.3
20041227,3,1.9,8.0,0.93,1.0172,0.47,0.0,6.6,-6.5,4.1,-2.0
20041228,7,4.5,13.0,0.92,1.0052,0.15,0.83,0.5,-1.7,5.3,2.5
20041229,6,2.4,11.0,0.9,1.0238,0.37,0.27,4.5,0.9,7.3,4.1
20041230,7,5.0,11.0,0.94,1.0258,0.11,0.05,0.0,4.8,8.6,6.8
20041231,8,4.1,11.0,0.94,1.0215,0.11,0.29,0.0,7.2,9.4,8.7
20050101,7,4.5,17.0,0.9,1.0186,0.2,0.13,1.2,2.8,10.6,6.9
20050102,6,5.9,15.0,0.69,1.0195,0.2,0.0,1.1,5.6,8.6,6.4
20050103,6,4.8,13.0,0.83,1.0281,0.17,0.0,0.6,5.8,8.9,7.5
20050104,8,6.6,14.0,0.85,1.0237,0.11,0.16,0.0,6.6,9.3,7.6
20050105,7,4.2,12.0,0.92,1.0221,0.11,0.32,0.0,3.1,7.7,5.9
20050106,4,5.0,13.0,0.86,1.0261,0.42,0.03,5.1,5.6,9.5,7.7
20050107,8,8.0,18.0,0.83,1.0214,0.12,0.0,0.0,9.3,12.5,11.2
20050108,5,8.8,24.0,0.69,1.0128,0.25,0.0,1.8,5.3,11.8,9.1
20050109,4,5.9,12.0,0.85,1.021,0.31,0.03,2.7,5.0,10.8,7.5
20050110,6,6.2,14.0,0.83,1.0176,0.34,0.19,3.2,8.9,13.3,11.3
20050111,7,5.3,14.0,0.89,1.0198,0.34,0.07,3.1,8.6,11.7,10.1
20050112,4,5.2,15.0,0.79,1.0194,0.42,0.03,4.5,5.4,10.8,7.9
20050113,4,4.0,11.0,0.78,1.0254,0.25,0.0,1.5,2.9,7.6,5.6
20050114,2,2.0,5.0,0.9,1.0306,0.54,0.01,6.7,-1.0,8.0,2.9
20050115,3,2.9,6.0,0.9,1.0286,0.53,0.0,6.5,-2.5,3.9,0.3
20050116,2,3.1,8.0,0.84,1.0234,0.57,0.0,7.0,-2.2,4.3,1.2
20050117,8,5.5,13.0,0.92,1.0137,0.13,0.78,0.0,3.4,7.7,6.3
20050118,7,3.9,15.0,0.9,0.9958,0.21,1.05,0.8,2.1,8.0,4.7
20050119,6,4.8,13.0,0.82,1.0073,0.52,0.04,5.8,4.0,7.4,5.5
20050120,8,7.0,17.0,0.86,1.0021,0.14,1.16,0.0,6.6,10.9,9.6
20050121,6,5.4,16.0,0.75,1.0078,0.31,0.08,2.0,3.8,8.2,5.8
20050122,5,2.6,12.0,0.85,1.0167,0.47,0.09,4.5,-1.0,8.2,3.9
20050123,4,3.3,14.0,0.88,1.0204,0.48,0.2,4.5,-2.0,6.7,1.6
20050124,4,3.3,13.0,0.86,1.023,0.55,0.1,5.6,-2.4,3.9,0.6
20050125,4,3.2,10.0,0.8,1.0267,0.49,0.04,4.5,-2.3,1.7,-0.3
20050126,4,2.8,8.0,0.81,1.0301,0.66,0.0,7.3,-2.7,1.7,-0.8
20050127,8,1.2,4.0,0.94,1.0198,0.16,0.14,0.0,-0.7,3.0,1.3
20050128,8,1.8,6.0,0.97,1.0149,0.19,0.0,0.2,0.6,2.9,2.0
20050129,7,2.0,6.0,0.9,1.0248,0.35,0.02,2.0,-1.6,3.9,1.2
20050130,8,2.3,7.0,0.96,1.0286,0.21,0.11,0.3,3.6,7.5,5.9
20050131,7,3.9,12.0,0.95,1.0248,0.17,0.56,0.0,4.2,8.0,6.5
20050201,6,3.3,11.0,0.85,1.0277,0.34,0.04,1.7,3.2,6.3,4.6
20050202,8,3.2,10.0,0.94,1.0302,0.41,0.37,2.5,4.3,8.1,6.2
20050203,8,2.3,8.0,0.9,1.0331,0.41,0.04,2.4,5.0,8.2,6.5
20050204,6,1.7,6.0,0.91,1.0313,0.44,0.0,2.7,2.1,8.3,5.5
20050205,4,3.5,9.0,0.78,1.0227,0.77,0.0,7.5,-0.6,4.6,2.3
20050206,3,3.0,7.0,0.79,1.0253,0.77,0.0,7.3,-3.4,7.5,2.5
20050207,0,2.2,5.0,0.84,1.0264,0.84,0.0,8.2,-4.5,5.0,-0.8
20050208,0,1.6,4.0,0.91,1.0276,0.86,0.0,8.3,-5.4,4.6,-0.4
20050209,7,3.9,12.0,0.9,1.0266,0.42,0.02,2.1,-1.7,8.9,5.2
20050210,8,5.4,14.0,0.94,1.0204,0.2,1.96,0.0,5.3,9.0,7.4
20050211,8,1.5,6.0,0.91,1.0185,0.45,0.23,2.2,5.2,9.2,6.6
20050212,8,7.2,20.0,0.9,0.9986,0.25,2.46,0.2,4.5,11.9,8.1
20050213,7,4.8,21.0,0.87,0.9979,0.47,1.04,2.3,1.0,5.9,3.5
20050214,6,4.9,15.0,0.84,1.0066,0.57,0.22,3.4,1.0,6.5,3.6
20050215,8,4.6,12.0,0.81,1.0188,0.35,0.0,0.9,0.4,3.8,1.7
20050216,5,3.5,9.0,0.73,1.0265,0.74,0.0,5.3,-1.9,2.4,0.0
20050217,8,0.9,3.0,0.78,1.0269,0.31,0.0,0.5,-0.9,2.1,0.6
20050218,7,3.7,10.0,0.86,1.0181,0.24,0.3,0.0,0.4,4.5,1.8
20050219,6,2.6,13.0,0.92,1.0093,0.73,0.43,4.7,-0.1,6.3,2.4
20050220,7,3.1,9.0,0.89,1.0076,0.85,0.02,6.1,0.0,5.4,2.2
20050221,7,4.3,10.0,0.84,1.0101,0.56,0.07,2.6,0.2,4.3,1.8
20050222,6,5.4,13.0,0.78,1.0135,0.55,0.02,2.4,-1.7,2.5,0.2
20050223,8,2.8,8.0,0.87,1.0117,0.28,0.03,0.1,-2.4,1.4,-0.3
20050224,5,2.5,8.0,0.84,1.0137,0.65,0.04,3.3,-2.3,2.4,0.0
20050225,7,2.1,5.0,0.86,1.0187,0.67,0.0,3.4,-3.6,2.9,0.0
20050226,8,3.0,13.0,0.87,1.0164,0.31,0.02,0.2,-1.2,4.0,1.2
20050227,3,4.4,13.0,0.63,1.0251,1.07,0.0,7.6,-5.6,0.0,-2.4
20050228,2,2.7,9.0,0.63,1.023,1.27,0.0,9.9,-9.2,1.6,-3.1
20050301,8,5.8,12.0,0.83,1.0068,0.32,0.2,0.0,-3.0,0.6,-1.3
20050302,8,3.0,9.0,0.9,1.0028,0.33,0.61,0.0,-1.3,0.4,-0.7
20050303,6,3.9,10.0,0.87,1.0132,0.37,0.0,0.1,-7.8,-0.5,-2.4
20050304,6,2.6,8.0,0.89,1.0114,0.85,0.08,3.6,-14.4,-0.1,-5.5
20050305,5,3.1,9.0,0.87,1.0078,0.61,0.13,1.5,-4.8,1.1,-1.6
20050306,5,3.2,11.0,0.83,1.0232,1.11,0.17,5.8,-8.2,2.6,-1.1
20050307,8,2.9,9.0,0.9,1.0223,0.63,0.18,1.5,1.2,5.7,3.5
20050308,8,3.7,12.0,0.89,1.0234,0.82,0.11,2.9,3.3,6.9,4.9
20050309,7,2.8,9.0,0.88,1.0283,0.84,0.03,3.0,1.3,7.1,4.4
20050310,5,2.1,7.0,0.86,1.0281,1.1,0.0,5.2,-1.7,5.8,2.7
20050311,8,5.8,16.0,0.88,1.0079,0.38,0.43,0.0,2.0,7.3,4.5
20050312,7,5.3,16.0,0.88,1.0022,0.85,0.38,2.8,1.3,5.2,3.6
20050313,7,4.0,12.0,0.8,1.0098,0.9,0.0,3.1,2.3,7.8,4.5
20050314,7,2.8,8.0,0.85,1.0136,0.4,0.01,0.0,-0.9,7.5,4.0
20050315,6,4.8,13.0,0.74,1.0187,1.14,0.0,4.9,-0.9,12.3,8.1
20050316,4,5.5,14.0,0.72,1.0194,1.35,0.1,6.7,9.7,19.3,13.9
20050317,8,6.7,15.0,0.88,1.0226,0.57,0.0,0.6,8.7,13.0,11.1
20050318,8,3.7,9.0,0.9,1.0267,0.51,0.0,0.3,7.1,11.5,9.4
20050319,8,1.9,6.0,0.93,1.0257,0.43,0.01,0.0,7.0,11.8,9.5
20050320,6,3.3,7.0,0.75,1.0229,1.61,0.0,8.5,3.9,12.2,7.8
20050321,3,4.8,11.0,0.59,1.0152,1.88,0.0,11.0,2.1,15.7,9.9
20050322,8,4.1,10.0,0.67,1.01,0.77,0.17,1.5,8.9,17.7,12.2
20050323,2,2.8,7.0,0.77,1.0176,1.91,0.0,10.9,8.4,17.0,12.1
20050324,5,3.3,8.0,0.81,1.0149,1.45,1.09,6.5,7.3,18.8,12.8
20050325,8,2.4,6.0,0.91,1.0163,1.05,0.02,3.2,8.1,13.2,10.4
20050326,7,2.2,7.0,0.88,1.0086,1.11,0.05,3.6,7.3,15.8,10.8
20050327,6,3.0,7.0,0.88,1.006,0.7,1.06,0.9,8.1,16.0,11.6
20050328,8,2.2,6.0,0.95,1.0115,0.52,0.0,0.1,7.7,13.7,10.4
20050329,8,2.4,8.0,0.88,1.0135,0.7,0.0,0.8,7.5,13.7,10.4
20050330,8,3.9,8.0,0.82,1.0156,0.92,0.01,2.0,8.0,16.1,11.8
20050331,4,3.0,7.0,0.67,1.0239,1.73,0.14,8.0,7.2,16.1,11.1
20050401,0,2.6,7.0,0.63,1.0257,2.03,0.0,10.5,4.2,17.1,10.2
20050402,1,3.5,10.0,0.54,1.0222,2.22,0.0,12.0,2.6,17.3,10.8
20050403,3,2.5,7.0,0.63,1.0213,1.99,0.0,9.8,7.9,21.2,13.8
20050404,4,3.3,12.0,0.78,1.0208,1.66,0.3,6.9,6.3,18.7,11.8
20050405,4,3.3,10.0,0.69,1.0241,1.96,0.02,9.3,5.1,12.8,9.0
20050406,7,4.3,14.0,0.79,1.0137,0.9,0.15,1.5,4.7,12.6,8.8
20050407,5,6.7,18.0,0.72,1.0002,1.74,0.03,7.2,7.0,12.6,9.1
20050408,7,3.6,15.0,0.84,1.004,1.12,0.73,2.7,3.3,10.2,6.4
20050409,6,3.9,10.0,0.8,1.0185,1.37,0.49,4.3,1.4,6.9,4.8
20050410,6,2.8,9.0,0.87,1.024,1.47,0.14,4.9,3.8,12.3,7.8
20050411,2,2.4,9.0,0.75,1.0284,2.39,0.0,12.1,4.2,16.1,10.4
20050412,4,1.7,7.0,0.74,1.0213,2.03,0.0,8.9,2.3,15.8,9.9
20050413,8,3.3,9.0,0.9,1.0095,0.62,0.82,0.1,7.4,12.4,10.5
20050414,8,3.6,8.0,0.8,1.0039,1.14,0.23,2.5,9.8,17.0,12.4
20050415,7,3.5,14.0,0.8,1.0041,1.3,0.0,3.4,7.0,17.8,10.7
20050416,8,3.5,11.0,0.94,1.0066,0.59,0.46,0.0,6.4,9.0,7.8
20050417,5,2.3,6.0,0.89,1.0016,1.9,0.0,7.4,7.5,17.6,11.6
20050418,6,2.8,9.0,0.87,1.0007,1.25,0.14,2.9,5.2,16.1,10.5
20050419,8,1.9,8.0,0.92,1.0051,0.72,0.83,0.3,4.5,12.8,8.6
20050420,5,2.8,8.0,0.76,1.013,1.54,0.26,4.6,5.1,13.6,8.8
20050421,0,2.5,7.0,0.61,1.0202,2.69,0.0,13.2,1.9,13.5,8.3
20050422,0,1.8,7.0,0.67,1.0165,2.7,0.0,13.2,0.1,16.2,8.9
20050423,0,2.3,8.0,0.6,1.0115,2.68,0.0,12.9,2.8,18.6,11.2
20050424,2,3.1,9.0,0.66,1.0093,2.24,0.0,9.3,3.3,18.6,12.6
20050425,4,3.6,10.0,0.63,1.0084,1.97,0.0,7.2,7.7,18.0,12.7
20050426,7,1.9,9.0,0.87,1.0126,0.9,0.53,0.8,4.7,16.2,10.6
20050427,5,4.0,12.0,0.77,1.0152,2.28,0.29,9.3,8.1,15.5,11.4
20050428,6,2.8,9.0,0.72,1.0196,1.45,0.03,3.6,3.8,17.9,12.9
20050429,7,2.2,6.0,0.84,1.0191,1.36,0.84,3.0,10.2,18.1,14.2
20050430,6,1.6,4.0,0.87,1.0158,0.97,0.0,1.0,10.6,19.4,15.1
20050501,4,2.7,9.0,0.77,1.0098,2.19,0.0,8.6,9.7,28.5,19.6
20050502,7,1.3,11.0,0.92,1.012,1.07,0.3,1.6,10.4,18.7,15.1
20050503,7,1.9,9.0,0.89,1.012,1.53,0.18,4.1,9.4,18.4,13.8
20050504,8,3.2,11.0,0.87,1.0139,0.73,0.02,0.1,9.0,13.9,11.8
20050505,7,3.3,9.0,0.74,1.0182,1.59,0.45,4.4,5.0,13.4,9.8
20050506,6,4.0,12.0,0.73,1.0137,2.23,0.02,8.5,8.3,12.3,10.4
20050507,6,3.3,14.0,0.8,1.0077,1.52,0.7,3.9,5.2,11.1,8.5
20050508,5,3.4,12.0,0.77,1.0103,2.35,0.2,9.2,4.0,11.8,7.7
20050509,5,3.5,11.0,0.75,1.0129,2.24,0.31,8.4,4.8,12.0,7.9
20050510,5,3.1,12.0,0.76,1.0187,1.93,0.03,6.3,4.2,13.1,8.0
20050511,4,3.0,9.0,0.72,1.0247,2.35,0.01,9.0,3.1,12.6,8.2
20050512,2,3.5,11.0,0.7,1.0241,2.83,0.0,12.4,0.4,14.4,8.9
20050513,4,4.8,10.0,0.64,1.0199,2.61,0.0,10.7,5.2,18.0,11.8
20050514,1,4.8,12.0,0.73,1.0146,2.96,0.0,13.2,6.9,16.6,10.9
20050515,5,2.9,9.0,0.83,1.015,1.89,0.46,5.8,5.7,16.2,10.7
20050516,7,2.3,10.0,0.82,1.0146,0.78,0.1,0.1,2.3,15.3,9.1
20050517,6,1.9,8.0,0.76,1.0184,1.48,0.14,3.3,1.2,10.6,6.7
20050518,3,1.2,6.0,0.68,1.0226,2.56,0.0,10.1,0.2,14.8,8.3
20050519,7,4.0,10.0,0.65,1.0201,1.49,0.36,3.3,5.0,19.0,13.3
20050520,8,3.5,11.0,0.78,1.0141,1.34,0.22,2.5,13.1,21.2,16.5
20050521,6,3.4,10.0,0.75,1.0111,2.49,0.35,9.5,11.0,20.7,15.6
20050522,4,3.5,12.0,0.73,1.0103,2.54,0.19,9.8,9.8,20.1,14.6
20050523,3,3.5,12.0,0.76,1.0169,2.58,0.0,10.0,7.8,16.6,12.4
20050524,7,4.1,13.0,0.73,1.0208,1.2,0.0,1.7,7.9,18.1,13.6
20050525,5,3.5,11.0,0.71,1.0228,2.23,0.0,7.6,13.4,22.8,17.4
20050526,5,2.9,11.0,0.62,1.0179,2.47,0.0,9.2,12.7,29.1,20.6
20050527,1,2.3,7.0,0.58,1.0145,3.17,0.0,14.0,10.8,30.7,22.6
20050528,1,3.4,10.0,0.64,1.0153,3.12,0.0,13.6,12.1,25.0,19.7
20050529,5,2.2,9.0,0.73,1.02,2.02,0.81,6.2,8.6,19.3,14.2
20050530,7,2.0,6.0,0.89,1.0208,1.38,0.55,2.5,6.9,12.9,10.3
20050531,3,3.0,10.0,0.77,1.0252,2.82,0.02,11.4,6.4,16.7,11.8
20050601,4,1.6,8.0,0.66,1.0226,2.82,0.0,11.0,3.8,19.0,13.5
20050602,7,3.4,10.0,0.88,1.0154,1.25,0.1,1.5,13.3,19.4,15.6
20050603,6,3.1,11.0,0.81,1.0089,1.87,0.77,4.6,13.4,25.7,17.3
20050604,7,5.0,12.0,0.81,1.0111,1.75,0.56,3.9,11.8,18.5,14.3
20050605,8,3.5,10.0,0.84,1.0157,1.35,0.11,1.9,12.7,17.1,14.3
20050606,7,3.3,9.0,0.7,1.0226,1.42,0.0,2.2,8.3,14.7,11.7
20050607,7,3.6,10.0,0.63,1.0337,1.62,0.0,3.2,7.3,14.0,10.8
20050608,2,2.2,8.0,0.69,1.0365,3.19,0.0,13.7,4.9,16.6,11.7
20050609,2,1.8,7.0,0.67,1.0307,3.06,0.0,12.6,4.3,18.9,13.2
20050610,6,2.8,9.0,0.74,1.0219,2.15,0.0,6.2,5.8,19.3,12.8
20050611,7,3.0,10.0,0.69,1.0157,1.94,0.0,4.9,7.7,14.6,11.3
20050612,8,2.7,9.0,0.77,1.0087,1.31,0.52,1.7,6.7,16.5,11.8
20050613,4,3.3,10.0,0.74,1.0063,2.56,0.02,8.9,7.1,16.7,11.9
20050614,1,2.5,8.0,0.7,1.0118,3.16,0.0,13.3,5.0,20.9,14.2
20050615,4,3.0,10.0,0.72,1.0174,2.4,0.0,7.8,6.9,24.3,16.3
20050616,7,4.2,12.0,0.73,1.0216,2.04,0.0,5.5,13.0,22.8,18.0
20050617,8,3.0,8.0,0.85,1.0259,1.05,0.01,0.7,17.3,21.8,18.9
20050618,2,2.6,8.0,0.63,1.0267,3.12,0.0,13.0,14.5,26.1,20.0
20050619,0,2.8,6.0,0.51,1.0199,3.41,0.0,15.3,12.7,29.8,22.5
20050620,3,2.5,8.0,0.56,1.015,3.16,0.0,13.3,15.7,32.8,25.2
20050621,4,2.5,8.0,0.67,1.0183,2.42,0.0,7.9,14.0,25.7,20.3
20050622,1,1.5,6.0,0.68,1.0227,3.04,0.0,12.4,11.8,25.8,19.6
20050623,2,2.0,6.0,0.6,1.0188,3.18,0.0,13.5,14.0,30.7,23.5
20050624,2,1.8,7.0,0.61,1.013,2.95,0.0,11.7,16.9,32.6,25.6
20050625,6,3.5,14.0,0.83,1.0175,1.39,0.28,2.0,12.6,22.1,18.6
20050626,2,2.8,7.0,0.69,1.0249,3.07,0.0,12.6,11.4,23.3,17.2
20050627,0,2.5,8.0,0.66,1.0224,3.34,0.0,14.8,11.0,23.4,17.5
20050628,1,3.1,8.0,0.65,1.0173,3.31,0.0,14.6,9.4,25.6,18.7
20050629,7,2.5,10.0,0.72,1.0091,1.74,1.08,3.8,14.1,26.1,19.1
20050630,7,2.0,13.0,0.87,1.0082,1.67,1.74,3.4,12.5,23.1,17.4
20050701,5,2.6,9.0,0.83,1.0135,2.07,0.02,5.7,12.3,21.0,16.6
20050702,8,2.0,6.0,0.88,1.0189,1.02,0.04,0.6,12.7,21.0,17.7
20050703,5,2.1,8.0,0.78,1.0164,2.28,0.0,7.1,15.4,25.2,20.0
20050704,6,4.0,15.0,0.83,1.0062,1.82,3.35,4.3,12.7,23.3,17.2
20050705,6,3.3,8.0,0.78,1.0122,2.11,0.04,6.0,11.3,19.0,14.8
20050706,7,3.0,10.0,0.87,1.0066,1.25,0.79,1.5,11.6,19.9,14.9
20050707,5,1.7,5.0,0.78,1.01,2.35,0.0,7.6,10.1,20.0,15.2
20050708,7,1.5,5.0,0.88,1.0159,1.09,0.23,0.9,9.4,19.7,14.8
20050709,5,2.3,7.0,0.84,1.0218,2.48,0.0,8.6,10.7,21.4,16.9
20050710,4,3.5,12.0,0.72,1.0263,2.96,0.0,12.1,15.7,27.4,21.8
20050711,7,3.6,9.0,0.76,1.0292,2.27,0.0,7.2,16.8,24.5,20.1
20050712,3,2.8,6.0,0.79,1.0283,2.83,0.0,11.2,15.7,25.7,20.1
20050713,3,2.4,6.0,0.81,1.0244,2.74,0.0,10.6,14.8,25.1,19.6
20050714,2,1.3,6.0,0.72,1.0195,2.97,0.0,12.4,13.9,28.1,21.3
20050715,4,2.8,9.0,0.74,1.014,2.08,0.0,6.1,15.6,23.9,20.3
20050716,4,2.1,8.0,0.76,1.0162,2.39,0.0,8.2,10.7,22.3,16.8
20050717,5,1.3,5.0,0.74,1.0162,1.76,0.0,4.2,8.9,23.2,17.7
20050718,5,2.5,11.0,0.72,1.0092,1.97,0.13,5.5,13.3,26.1,20.0
20050719,7,4.3,11.0,0.69,1.0142,1.95,0.23,5.4,16.1,20.0,17.9
20050720,6,4.6,13.0,0.74,1.0169,2.06,0.5,6.1,13.0,19.0,16.3
20050721,6,4.3,11.0,0.83,1.0159,1.4,0.01,2.4,12.8,17.4,15.3
20050722,8,2.8,8.0,0.78,1.013,0.93,0.55,0.5,13.4,17.2,14.7
20050723,7,2.4,9.0,0.79,1.0101,1.62,0.0,3.6,10.5,18.3,14.7
20050724,8,2.0,6.0,0.85,1.0062,1.04,0.34,0.9,10.8,22.5,16.9
20050725,7,2.4,9.0,0.91,1.0038,1.07,1.36,1.0,14.7,20.1,17.3
20050726,8,1.8,7.0,0.76,1.0118,0.89,0.06,0.4,13.1,18.3,15.3
20050727,8,2.1,6.0,0.91,1.0103,0.85,0.41,0.3,13.4,22.7,17.9
20050728,6,1.4,5.0,0.86,1.0099,1.79,0.01,4.7,16.2,28.5,22.0
20050729,7,2.1,12.0,0.87,1.0112,1.48,2.05,3.0,17.8,26.2,20.9
20050730,6,3.5,11.0,0.82,1.0119,2.2,3.78,7.5,14.6,21.5,17.5
20050731,7,3.6,12.0,0.87,1.012,0.79,1.95,0.2,13.2,16.1,14.8
20050801,6,2.2,7.0,0.74,1.0191,1.98,0.0,6.1,10.6,19.4,15.5
20050802,2,1.7,7.0,0.77,1.0217,2.74,0.0,11.8,8.4,20.6,14.9
20050803,4,2.3,8.0,0.84,1.0205,2.11,0.37,7.1,9.0,21.5,15.3
20050804,4,2.9,10.0,0.74,1.0236,2.86,0.0,13.0,11.8,20.5,16.5
20050805,6,3.2,12.0,0.9,1.0174,0.96,0.53,0.8,11.1,17.8,14.7
20050806,4,2.5,13.0,0.84,1.0175,2.14,0.17,7.5,8.3,19.2,13.6
20050807,6,2.9,12.0,0.85,1.0143,2.39,1.21,9.5,8.1,17.8,13.4
20050808,7,3.0,10.0,0.8,1.0158,1.57,0.35,3.9,11.5,19.0,15.5
20050809,7,3.0,9.0,0.7,1.015,1.6,0.0,4.1,12.6,17.5,14.6
20050810,7,3.1,10.0,0.78,1.0137,1.57,0.01,4.0,12.9,18.7,15.5
20050811,7,2.1,6.0,0.85,1.0144,1.37,0.01,2.9,11.5,19.6,16.1
20050812,6,2.2,12.0,0.92,1.0137,1.42,4.0,3.2,10.6,19.3,14.1
20050813,7,2.6,9.0,0.8,1.0161,1.5,0.06,3.7,8.9,21.7,15.8
20050814,7,3.9,12.0,0.86,1.0115,1.77,1.26,5.5,13.5,19.2,15.9
20050815,8,2.9,9.0,0.82,1.0221,0.72,0.01,0.2,13.2,17.2,15.1
20050816,4,1.0,5.0,0.79,1.0233,2.07,0.0,7.8,10.0,21.9,16.0
20050817,0,2.1,8.0,0.75,1.0207,2.63,0.0,12.5,9.3,23.7,17.3
20050818,1,2.3,9.0,0.78,1.0146,2.52,0.0,11.7,12.6,27.2,20.3
20050819,5,2.2,12.0,0.88,1.0124,1.33,0.01,3.0,15.3,25.7,18.9
20050820,8,1.5,8.0,0.87,1.0173,0.87,0.09,0.8,14.2,21.4,17.6
