DATE,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_min,ROMA_temp_max,ROMA_temp_mean
20020304,2,0.74,1.0127,1.64,9.3,6.6,20.6,13.6
20020305,3,0.54,1.0066,1.3,6.5,9.0,23.4,16.2
20020306,5,0.81,1.0113,1.33,7.4,0.0,21.8,10.9
20020307,4,0.77,1.0186,1.25,4.5,5.2,19.4,12.3
20020308,8,0.85,1.0173,0.44,0.0,12.4,17.0,14.7
20020309,7,0.97,1.0147,0.41,0.0,8.4,13.4,10.9
20020310,5,0.88,1.0123,1.26,3.9,7.6,17.0,12.3
20020311,0,0.51,1.0157,1.96,10.4,6.8,20.6,13.7
20020312,1,0.61,1.0184,1.97,10.0,5.0,19.0,12.0
20020313,2,0.84,1.0183,1.83,9.8,6.4,18.0,12.2
20020314,2,0.74,1.014,1.87,9.2,5.0,20.2,12.6
20020315,4,0.89,1.0143,1.06,2.3,7.8,17.2,12.5
20020316,3,0.89,1.0161,1.79,7.7,6.8,19.0,12.9
20020317,5,0.87,1.0145,1.46,5.5,7.6,19.6,13.6
20020318,4,0.9,1.016,1.77,9.0,9.0,18.4,13.7
20020319,6,0.92,1.0159,0.92,2.6,9.0,16.4,12.7
20020320,3,0.89,1.0151,1.72,9.5,7.4,20.2,13.8
20020321,4,0.91,1.0185,1.62,5.9,10.2,20.0,15.1
20020322,3,0.75,1.0129,1.94,10.2,10.4,21.8,16.1
20020323,2,0.56,1.0092,2.23,10.6,6.2,16.0,11.1
20020324,2,0.45,1.0152,1.85,9.2,4.0,10.4,7.2
20020325,1,0.52,1.0151,2.13,10.5,3.4,13.6,8.5
20020326,4,0.57,1.0167,1.66,6.8,3.2,15.0,9.1
20020327,4,0.73,1.019,1.92,7.5,4.8,19.6,12.2
20020328,4,0.6,1.0225,1.5,5.4,5.2,13.4,9.3
20020329,4,0.62,1.0239,1.49,4.6,3.0,15.4,9.2
20020330,2,0.7,1.0219,2.2,11.0,2.8,17.4,10.1
20020331,2,0.71,1.0194,2.14,9.5,4.4,18.6,11.5
20020401,3,0.71,1.0177,2.03,10.0,5.4,19.0,12.2
20020402,4,0.66,1.0167,2.13,9.8,5.8,19.0,12.4
20020403,7,0.84,1.0058,0.87,0.0,9.2,16.8,13.0
20020404,7,0.94,0.9979,0.27,0.0,9.6,13.0,11.3
20020405,3,0.72,0.9973,2.22,9.8,7.0,18.8,12.9
20020406,2,0.85,1.0084,2.12,9.7,6.6,18.2,12.4
20020407,4,0.81,1.0153,1.84,6.5,7.0,19.2,13.1
20020408,4,0.69,1.0135,2.07,5.3,9.2,23.6,16.4
20020409,7,0.85,1.0076,0.57,0.8,13.8,17.6,15.7
20020410,5,0.91,1.0067,1.68,6.4,12.0,17.8,14.9
20020411,7,0.78,1.002,0.83,1.0,11.4,21.6,16.5
20020412,7,0.87,0.9941,1.28,0.4,15.4,20.2,17.8
20020413,5,0.83,1.0009,1.89,7.2,10.2,19.0,14.6
20020414,5,0.94,1.0064,1.26,4.3,10.0,16.8,13.4
20020415,5,0.82,1.0099,1.52,3.7,9.8,15.2,12.5
20020416,5,0.81,1.0119,1.92,6.4,8.8,17.4,13.1
20020417,4,0.84,1.0123,1.77,6.8,7.8,16.8,12.3
20020418,2,0.86,1.0149,2.45,10.6,7.2,18.8,13.0
20020419,2,0.76,1.0175,2.53,10.9,8.6,20.4,14.5
20020420,2,0.8,1.0185,2.56,11.0,9.0,19.6,14.3
20020421,5,0.86,1.0198,1.57,3.4,1.0,19.0,10.0
20020422,3,0.78,1.023,2.23,9.0,10.0,23.0,16.5
20020423,2,0.67,1.0216,2.3,9.4,8.4,23.2,15.8
20020424,4,0.71,1.0194,2.14,8.0,9.2,21.6,15.4
20020425,3,0.68,1.0163,2.51,10.0,9.2,20.2,14.7
20020426,1,0.72,1.0171,2.76,11.8,8.8,20.2,14.5
20020427,6,0.91,1.0125,1.19,3.8,10.0,18.8,14.4
20020428,2,0.81,1.0148,2.73,11.8,8.4,21.0,14.7
20020429,3,0.74,1.0149,2.42,9.2,11.0,21.0,16.0
20020430,2,0.77,1.0172,2.84,11.6,9.6,20.4,15.0
20020501,0,0.64,1.0155,2.83,11.4,9.6,23.2,16.4
20020502,5,0.58,1.0112,2.16,6.7,12.4,26.2,19.3
20020503,6,0.65,1.01,2.25,6.3,17.4,25.2,21.3
20020504,7,0.91,1.0135,1.01,2.2,13.6,19.6,16.6
20020505,4,0.84,1.0165,2.36,9.5,11.4,18.6,15.0
20020506,4,0.76,1.0178,2.59,10.0,9.0,20.8,14.9
20020507,7,0.73,1.014,1.68,3.1,14.2,23.6,18.9
20020508,8,0.93,1.0084,0.64,0.0,13.8,19.0,16.4
20020509,4,0.83,1.0138,2.6,10.5,14.8,20.6,17.7
20020510,6,0.69,1.0123,1.98,4.0,14.0,23.8,18.9
20020511,4,0.83,1.009,2.41,0.0,14.2,23.6,18.9
20020512,6,0.92,1.0128,1.63,2.6,13.8,19.2,16.5
20020513,2,0.83,1.0174,2.67,11.2,11.8,22.0,16.9
20020514,1,0.75,1.022,2.94,11.7,11.4,22.6,17.0
20020515,1,0.74,1.0239,2.92,12.0,12.0,25.4,18.7
20020516,2,0.84,1.0231,2.8,11.2,14.6,25.4,20.0
20020517,2,0.76,1.0193,2.87,11.8,14.2,25.6,19.9
20020518,4,0.73,1.0158,2.67,9.3,13.0,25.2,19.1
20020519,6,0.87,1.0119,1.1,2.4,14.8,22.2,18.5
20020520,4,0.87,1.0117,2.09,8.8,14.4,23.2,18.8
20020521,3,0.89,1.0125,2.74,12.0,13.8,23.6,18.7
20020522,3,0.81,1.0121,2.85,10.2,13.6,25.2,19.4
20020523,7,0.75,1.009,2.02,6.3,15.4,27.4,21.4
20020524,7,0.95,1.0078,0.78,0.7,15.4,19.8,17.6
20020525,4,0.77,1.0088,2.47,8.0,14.6,26.4,20.5
20020526,2,0.86,1.0099,2.98,12.0,15.8,23.6,19.7
20020527,5,0.79,1.0091,2.21,6.8,13.0,23.4,18.2
20020528,3,0.73,1.0086,3.0,11.4,10.6,20.4,15.5
20020529,2,0.73,1.0147,3.09,11.8,10.6,22.4,16.5
20020530,1,0.75,1.0194,3.02,12.0,12.6,25.0,18.8
20020531,2,0.7,1.0204,2.79,12.0,14.0,27.8,20.9
20020601,1,0.71,1.0197,2.99,12.0,15.8,27.4,21.6
20020602,2,0.67,1.0165,2.96,13.0,16.0,28.0,22.0
20020603,4,0.73,1.0148,2.68,10.5,15.2,26.2,20.7
20020604,5,0.65,1.0126,2.32,8.0,16.0,27.6,21.8
20020605,7,0.66,1.0082,0.78,0.6,19.0,26.0,22.5
20020606,7,0.89,1.0048,1.57,2.5,15.4,24.8,20.1
20020607,5,0.73,1.011,1.33,5.0,14.4,21.8,18.1
20020608,5,0.77,1.0116,2.19,6.4,14.6,24.0,19.3
20020609,5,0.9,1.0069,1.71,4.6,14.0,21.6,17.8
20020610,3,0.82,1.0096,2.4,11.5,12.4,23.8,18.1
20020611,2,0.87,1.0151,2.98,11.4,14.0,24.8,19.4
20020612,5,0.8,1.0184,2.69,10.0,15.6,26.6,21.1
20020613,1,0.73,1.019,3.01,12.0,16.8,29.2,23.0
20020614,1,0.68,1.0184,2.95,11.2,17.4,29.4,23.4
20020615,0,0.62,1.0186,2.98,12.1,18.4,31.2,24.8
20020616,0,0.6,1.0183,3.03,12.1,19.2,32.0,25.6
20020617,2,0.54,1.0184,2.85,11.4,20.0,33.0,26.5
20020618,1,0.63,1.0177,2.92,12.0,19.6,34.2,26.9
20020619,0,0.5,1.0168,3.01,12.1,20.6,33.8,27.2
20020620,2,0.56,1.0183,2.8,11.2,22.2,33.8,28.0
20020621,1,0.62,1.0185,2.91,11.8,21.2,33.6,27.4
20020622,1,0.65,1.0171,2.84,12.2,22.6,33.6,28.1
20020623,0,0.64,1.0174,2.84,12.0,23.0,34.4,28.7
20020624,3,0.65,1.016,2.25,8.2,22.8,34.4,28.6
20020625,6,0.71,1.0157,2.1,6.6,22.8,34.0,28.4
20020626,2,0.81,1.0172,2.77,11.7,20.2,31.4,25.8
20020627,1,0.76,1.0152,2.72,11.9,21.4,31.6,26.5
20020628,3,0.79,1.0119,2.23,7.2,21.8,30.8,26.3
20020629,3,0.77,1.012,2.7,11.8,21.4,32.2,26.8
20020630,4,0.78,1.0146,2.49,12.0,20.8,28.6,24.7
20020701,4,0.8,1.0148,1.7,4.5,18.4,28.8,23.6
20020702,7,0.54,1.0094,1.37,2.2,22.4,33.8,28.1
20020703,4,0.86,1.01,2.42,8.5,22.8,30.4,26.6
20020704,3,0.81,1.0126,2.59,10.0,20.6,29.0,24.8
20020705,3,0.75,1.015,3.0,12.0,18.6,28.0,23.3
20020706,3,0.75,1.0156,2.62,10.8,16.8,28.2,22.5
20020707,3,0.76,1.0146,2.71,10.8,20.0,30.0,25.0
20020708,1,0.67,1.0146,2.81,12.2,18.8,31.4,25.1
20020709,2,0.56,1.0128,2.51,10.6,19.8,32.8,26.3
20020710,0,0.68,1.0113,2.77,12.0,20.8,31.2,26.0
20020711,0,0.73,1.0135,2.8,12.4,19.2,32.5,25.8
20020712,0,0.61,1.0139,2.83,12.4,20.8,33.2,27.0
20020713,2,0.79,1.0113,2.81,11.8,21.6,31.6,26.6
20020714,5,0.82,1.0107,1.51,5.2,20.8,27.8,24.3
20020715,6,0.84,1.0102,2.03,7.0,17.0,25.0,21.0
20020716,5,0.9,1.0113,1.57,5.8,19.0,25.2,22.1
20020717,6,0.91,1.0111,1.64,4.6,18.2,25.6,21.9
20020718,3,0.88,1.0099,2.75,11.5,18.0,27.8,22.9
20020719,4,0.87,1.0119,2.13,8.2,19.6,27.4,23.5
20020720,1,0.76,1.0157,2.71,12.0,18.8,29.6,24.2
20020721,0,0.69,1.0166,2.87,12.2,18.8,31.2,25.0
20020722,1,0.52,1.0147,2.81,12.4,18.4,32.0,25.2
20020723,1,0.6,1.0137,2.65,11.2,19.4,33.0,26.2
20020724,6,0.9,1.0112,1.74,3.2,20.0,29.0,24.5
20020725,2,0.83,1.0082,2.58,11.6,18.6,29.4,24.0
20020726,4,0.65,1.0093,2.33,10.4,18.8,27.8,23.3
20020727,2,0.53,1.0112,2.61,12.1,17.0,27.6,22.3
20020728,4,0.61,1.0123,2.08,6.8,18.4,30.0,24.2
20020729,2,0.75,1.0131,2.48,10.0,19.0,31.4,25.2
20020730,3,0.85,1.0106,1.95,7.9,18.0,29.8,23.9
20020731,6,0.91,1.0097,1.58,0.8,19.2,27.2,23.2
20020801,3,0.86,1.0126,2.54,11.3,20.6,28.8,24.7
20020802,2,0.74,1.0147,2.7,11.6,20.0,32.0,26.0
20020803,5,0.64,1.0133,1.82,10.1,20.8,31.6,26.2
20020804,1,0.69,1.0112,2.57,11.2,24.0,32.4,28.2
20020805,3,0.87,1.0131,2.46,9.8,21.6,30.0,25.8
20020806,5,0.81,1.0115,2.25,7.0,20.8,30.6,25.7
20020807,3,0.76,1.0085,2.75,10.8,19.2,28.0,23.6
20020808,2,0.79,1.0093,2.57,11.7,18.0,29.6,23.8
20020809,4,0.78,1.0096,2.37,10.2,21.0,26.2,23.6
20020810,6,0.89,1.0047,0.75,1.5,18.2,25.0,21.6
20020811,6,0.82,1.0022,2.03,10.0,16.0,22.8,19.4
20020812,4,0.88,1.0086,2.25,10.5,14.8,24.2,19.5
20020813,1,0.83,1.0123,2.61,12.0,16.0,27.2,21.6
20020814,1,0.83,1.0146,2.63,11.9,17.0,28.0,22.5
20020815,1,0.83,1.0133,2.57,11.7,17.6,28.0,22.8
20020816,1,0.78,1.0125,2.61,11.7,18.8,29.8,24.3
20020817,2,0.78,1.0111,2.43,11.9,18.0,29.4,23.7
20020818,2,0.8,1.0112,2.3,11.5,18.4,30.0,24.2
20020819,2,0.83,1.0141,2.4,11.6,18.6,30.4,24.5
20020820,2,0.83,1.0152,2.36,11.7,19.4,29.6,24.5
20020821,3,0.88,1.0135,2.32,11.4,19.6,28.8,24.2
20020822,2,0.86,1.0126,2.08,11.4,19.6,29.0,24.3
20020823,4,0.87,1.0149,1.66,6.5,19.6,29.6,24.6
20020824,3,0.86,1.0171,2.12,9.5,19.0,29.4,24.2
20020825,5,0.89,1.0188,0.94,2.9,19.8,26.4,23.1
20020826,5,0.88,1.0173,1.78,5.7,19.6,28.8,24.2
20020827,3,0.85,1.0144,2.26,10.3,18.8,29.4,24.1
20020828,7,0.93,1.0099,0.54,0.0,16.8,24.2,20.5
20020829,7,0.94,1.0077,1.12,1.4,18.0,23.8,20.9
20020830,3,0.86,1.0131,2.09,3.7,16.4,28.6,22.5
20020831,4,0.81,1.0136,2.33,10.2,18.0,27.8,22.9
20020901,3,0.83,1.0132,2.03,10.2,15.8,27.4,21.6
20020902,2,0.8,1.0167,2.25,8.6,16.0,28.0,22.0
20020903,5,0.86,1.0176,1.5,10.3,17.6,27.4,22.5
20020904,4,0.88,1.016,1.9,3.7,16.2,26.8,21.5
20020905,5,0.92,1.0137,1.37,8.6,17.2,25.2,21.2
20020906,5,0.89,1.0134,1.22,6.0,17.2,24.4,20.8
20020907,4,0.9,1.0124,1.58,4.9,15.2,25.0,20.1
20020908,3,0.86,1.0141,2.15,6.5,15.2,26.4,20.8
20020909,3,0.89,1.0161,1.99,10.4,16.2,27.0,21.6
20020910,5,0.92,1.0139,1.31,10.2,18.4,25.4,21.9
20020911,3,0.87,1.0123,2.0,5.4,16.4,27.4,21.9
20020912,5,0.85,1.0127,1.49,10.0,16.6,26.4,21.5
20020913,6,0.91,1.0146,1.18,4.6,15.6,24.4,20.0
20020914,2,0.84,1.0138,1.93,4.1,13.0,24.0,18.5
20020915,1,0.77,1.0115,2.02,10.0,13.2,24.4,18.8
20020916,2,0.82,1.0139,1.72,10.4,12.8,24.8,18.8
20020917,3,0.9,1.0159,0.98,10.2,15.0,23.2,19.1
20020918,0,0.82,1.0165,1.97,4.5,13.8,27.0,20.4
20020919,3,0.84,1.018,1.83,7.1,15.2,26.4,20.8
20020920,7,0.93,1.0174,0.83,8.7,18.8,25.0,21.9
20020921,4,0.93,1.0134,1.58,1.0,18.6,26.8,22.7
20020922,7,0.88,1.0045,1.16,7.8,19.6,25.0,22.3
20020923,6,0.85,0.9993,1.3,3.0,17.2,23.4,20.3
20020924,5,0.83,1.0024,1.7,5.7,15.0,21.6,18.3
20020925,6,0.85,1.0081,1.07,8.5,14.0,20.6,17.3
20020926,4,0.82,1.0097,1.67,5.3,12.2,20.4,16.3
20020927,3,0.79,1.0133,1.64,9.4,9.8,22.4,16.1
20020928,2,0.68,1.0166,1.68,8.0,8.2,20.8,14.5
20020929,3,0.67,1.0204,2.0,10.0,8.4,18.8,13.6
20020930,1,0.75,1.0215,2.04,10.5,8.8,21.0,14.6
20021001,2,0.84,1.0221,1.66,9.4,8.8,21.4,15.1
20021002,2,0.88,1.0238,1.29,7.6,9.4,22.6,16.0
20021003,7,0.92,1.0238,0.53,0.7,12.8,21.2,17.0
20021004,7,0.95,1.0203,0.38,0.0,14.6,19.6,17.1
20021005,5,0.88,1.0169,1.33,6.0,14.4,23.0,18.7
20021006,4,0.86,1.0103,1.24,6.0,9.6,21.0,15.3
20021007,3,0.82,1.0083,1.56,9.2,12.6,22.0,17.3
20021008,4,0.89,1.0127,1.37,7.4,11.4,21.4,16.4
20021009,7,0.91,1.0113,0.62,1.4,15.4,20.6,18.0
20021010,5,0.95,1.0056,0.91,3.5,17.8,21.8,19.8
20021011,5,0.89,1.0033,1.37,7.8,14.8,20.2,17.5
20021012,4,0.88,1.0018,1.21,6.3,12.2,20.4,16.3
20021013,2,0.83,1.007,1.5,9.4,10.8,21.4,16.1
20021014,3,0.88,1.0153,1.27,7.1,10.0,21.4,15.7
20021015,3,0.89,1.0189,1.48,9.5,10.8,22.4,16.6
20021016,2,0.91,1.0176,1.46,9.4,12.0,22.4,17.2
20021017,5,0.9,1.0114,1.06,5.4,14.8,22.4,18.6
20021018,4,0.85,1.0142,1.4,9.0,13.4,22.0,17.7
20021019,5,0.89,1.0175,0.96,4.6,11.8,19.0,15.4
20021020,2,0.87,1.0206,1.37,9.0,9.2,20.6,14.9
20021021,5,0.91,1.018,0.9,4.2,10.0,20.4,15.2
20021022,5,0.89,1.0101,1.3,8.4,15.6,23.6,19.6
20021023,5,0.89,1.0113,0.83,3.7,16.0,22.0,19.0
20021024,3,0.82,1.0137,1.2,8.0,13.4,21.6,17.5
20021025,5,0.84,1.0186,1.39,9.0,13.8,20.8,17.3
20021026,5,0.92,1.0213,0.67,2.0,13.4,21.4,17.4
20021027,1,0.91,1.0234,1.39,9.1,10.2,22.0,16.1
20021028,5,0.91,1.0214,1.02,6.0,13.6,22.0,17.8
20021029,3,0.88,1.024,1.09,7.7,10.8,21.0,15.9
20021030,4,0.82,1.0208,1.1,5.5,9.4,20.6,15.0
20021031,6,0.94,1.0169,0.81,3.2,16.8,20.8,18.8
20021101,5,0.94,1.0195,0.69,2.4,13.4,21.4,17.4
20021102,4,0.96,1.0197,0.92,4.8,10.8,20.2,15.5
20021103,8,0.96,1.0131,0.55,0.3,15.4,19.2,17.3
20021104,5,0.91,1.008,0.69,4.0,9.4,18.4,13.9
20021105,2,0.76,1.0118,1.23,8.8,7.2,17.8,12.5
20021106,1,0.68,1.0165,1.24,8.2,4.8,15.2,10.0
20021107,4,0.82,1.0107,1.11,7.0,2.4,15.2,8.8
20021108,8,0.8,1.0064,0.19,0.0,8.6,11.8,10.2
20021109,5,0.79,1.0079,0.9,5.4,4.2,13.4,8.8
20021110,2,0.82,1.0073,1.06,8.0,4.4,16.0,10.2
20021111,4,0.94,1.0137,0.49,2.6,5.8,17.2,11.5
20021112,6,0.93,1.0158,0.69,3.5,13.0,18.4,15.7
20021113,4,0.95,1.0136,0.69,5.1,11.4,18.6,15.0
20021114,4,0.83,1.0069,0.89,5.0,16.4,20.6,18.5
20021115,5,0.79,1.0042,0.42,0.0,18.6,22.6,20.6
20021116,8,0.78,1.0064,0.53,0.3,17.2,22.0,19.6
20021117,7,0.95,1.0145,0.08,0.0,13.4,19.4,16.4
20021118,8,0.95,1.0101,0.26,0.0,12.6,17.6,15.1
20021119,6,0.9,1.015,0.2,0.1,11.0,16.2,13.6
20021120,5,0.87,1.0175,0.58,4.0,11.2,17.4,14.3
20021121,6,0.79,1.0086,0.42,2.0,12.8,17.4,15.1
20021122,4,0.85,1.0062,0.8,6.6,11.4,16.2,13.8
20021123,5,0.83,1.0163,0.79,6.1,9.6,18.0,13.8
20021124,6,0.63,1.0149,0.4,0.5,13.0,19.4,16.2
20021125,6,0.61,1.0098,0.53,1.5,17.6,21.4,19.5
20021126,7,0.55,1.0069,0.14,0.0,13.8,21.2,17.5
20021127,7,0.94,1.0107,0.31,1.0,13.6,18.0,15.8
20021128,3,0.88,1.0173,0.85,7.4,10.0,20.0,15.0
20021129,6,0.96,1.0169,0.12,0.0,0.0,15.8,7.9
20021130,5,0.92,1.0141,0.49,3.2,7.0,14.6,10.8
20021201,1,0.87,1.0102,0.87,7.4,5.2,15.0,10.1
20021202,4,0.89,1.0021,0.63,4.8,5.2,12.2,8.7
20021203,6,0.87,1.0002,0.55,3.0,7.4,13.6,10.5
20021204,6,0.96,1.0003,0.39,1.2,6.2,12.0,9.1
20021205,4,0.85,1.0012,0.84,7.4,5.0,15.2,10.1
20021206,5,0.92,1.003,0.35,0.1,7.6,13.2,10.4
20021207,6,0.76,1.0035,0.38,0.2,8.6,13.8,11.2
20021208,4,0.79,1.0095,0.26,0.2,6.0,13.2,9.6
20021209,7,0.95,1.0151,0.05,0.0,5.4,7.4,6.4
20021210,6,0.89,1.0204,0.15,0.0,5.2,9.6,7.4
20021211,6,0.84,1.0219,0.23,0.5,7.2,13.4,10.3
20021212,7,0.96,1.0219,0.17,0.0,8.8,13.4,11.1
20021213,5,0.95,1.0204,0.5,4.1,7.0,13.4,10.2
20021214,3,0.95,1.022,0.6,5.2,4.0,12.2,8.1
20021215,6,0.91,1.0192,0.15,0.0,6.4,13.6,10.0
20021216,6,0.98,1.0207,0.39,0.0,7.2,11.8,9.5
20021217,6,0.92,1.0198,0.27,0.0,7.2,13.8,10.5
20021218,6,0.95,1.0139,0.16,0.0,6.0,12.0,9.0
20021219,0,0.69,1.0223,0.87,8.1,3.6,12.4,8.0
20021220,5,0.85,1.0262,0.66,6.7,2.4,13.0,7.7
20021221,7,0.89,1.024,0.27,0.0,7.6,12.0,9.8
20021222,5,0.83,1.0219,0.81,7.6,6.4,15.0,10.7
20021223,8,0.98,1.0186,0.13,0.0,8.2,14.6,11.4
20021224,7,0.96,1.017,0.38,2.3,11.8,20.8,16.3
20021225,8,0.99,1.0142,0.2,0.0,10.0,13.0,11.5
20021226,4,0.96,1.0173,0.7,5.5,7.4,15.8,11.6
20021227,5,0.91,1.0162,0.15,0.0,6.0,14.0,10.0
20021228,8,0.95,1.0047,0.2,0.0,10.2,14.6,12.4
20021229,3,0.94,1.0088,0.79,6.9,5.8,14.4,10.1
20021230,5,0.91,1.0146,0.28,0.9,5.0,14.4,9.7
20021231,7,0.92,1.0028,0.25,0.2,9.6,14.0,11.8
20030101,3,0.8,1.0082,0.9,8.0,5.4,14.8,10.1
20030102,6,0.95,1.0141,0.17,0.0,4.8,15.0,9.9
20030103,8,0.95,1.009,0.47,2.4,13.4,16.6,15.0
20030104,7,0.93,1.0077,0.48,2.5,11.4,15.6,13.5
20030105,4,0.7,1.0026,0.82,6.7,5.4,13.0,9.2
20030106,5,0.8,1.0038,0.17,0.0,3.6,13.0,8.3
20030107,6,0.86,0.9994,0.58,3.5,6.0,10.2,8.1
20030108,8,0.89,1.0069,0.17,0.0,5.8,12.6,9.2
20030109,6,0.89,1.0017,0.38,1.4,5.8,13.0,9.4
20030110,2,0.82,1.0091,0.85,6.8,3.8,13.2,8.5
20030111,3,0.66,1.0076,0.62,3.9,4.2,12.2,8.2
20030112,5,0.63,1.0162,0.18,0.0,2.8,7.0,4.9
20030113,6,0.72,1.0255,0.64,4.0,1.2,8.0,4.6
20030114,1,0.78,1.0314,0.99,8.5,0.0,10.0,5.0
20030115,0,0.8,1.034,0.99,8.4,1.0,12.0,6.5
20030116,5,0.89,1.0295,0.46,2.0,1.0,12.0,6.5
20030117,7,0.8,1.0237,0.57,3.0,4.6,12.2,8.4
20030118,7,0.87,1.0145,0.19,0.0,6.4,9.2,7.8
20030119,1,0.8,1.0147,1.05,8.8,2.8,12.4,7.6
20030120,5,0.9,1.0149,0.28,0.4,2.2,11.2,6.7
20030121,7,0.92,1.0088,0.52,2.4,5.6,13.2,9.4
20030122,4,0.87,1.0052,0.53,2.4,8.4,14.4,11.4
20030123,6,0.93,1.0102,0.2,0.0,6.0,12.6,9.3
20030124,7,0.62,1.0106,0.49,2.0,6.8,13.6,10.2
20030125,6,0.46,1.0154,0.29,0.4,7.8,12.0,9.9
20030126,1,0.65,1.0159,1.11,8.8,4.8,14.0,9.4
20030127,1,0.67,1.0171,1.13,9.0,3.8,13.0,8.4
20030128,2,0.67,1.0149,1.14,9.0,3.6,15.6,9.6
20030129,6,0.76,1.0021,0.73,4.0,5.8,13.2,9.5
20030130,5,0.92,0.9999,0.4,1.0,1.4,10.4,5.9
20030131,6,0.89,0.9976,0.58,2.5,0.6,7.8,4.2
20030201,4,0.65,1.0038,0.98,6.6,3.0,10.0,6.5
20030202,1,0.5,1.0128,1.17,8.7,-0.8,6.6,2.9
20030203,3,0.6,1.0137,0.64,2.9,-2.6,9.2,3.3
20030204,8,0.84,0.9949,0.22,0.0,4.0,12.0,8.0
20030205,6,0.7,0.9934,0.96,5.9,1.2,8.0,4.6
20030206,3,0.63,1.0078,0.88,5.0,-1.0,9.0,4.0
20030207,1,0.5,1.0213,1.25,9.0,-2.4,9.6,3.6
20030208,1,0.59,1.0228,1.3,9.4,-3.2,10.4,3.6
20030209,6,0.87,1.0179,0.65,2.6,1.2,7.8,4.5
20030210,0,0.71,1.0175,1.33,9.5,-1.2,10.2,4.5
20030211,2,0.71,1.0186,1.31,9.2,-1.2,9.4,4.1
20030212,1,0.62,1.0183,1.34,9.4,0.4,9.0,4.7
20030213,4,0.73,1.0183,0.97,5.3,-1.0,8.2,3.6
20030214,6,0.66,1.0185,0.55,1.6,1.4,7.4,4.4
20030215,2,0.7,1.0204,1.39,9.5,-1.0,10.6,4.8
20030216,3,0.77,1.0193,1.12,6.5,-0.8,10.2,4.7
20030217,3,0.53,1.0188,1.37,9.0,1.4,13.6,7.5
20030218,2,0.57,1.0151,1.25,7.6,-0.2,10.0,4.9
20030219,1,0.62,1.0142,1.47,9.8,-1.0,10.0,4.5
20030220,2,0.76,1.0148,1.47,9.6,-1.8,11.4,4.8
20030221,2,0.68,1.0193,1.47,9.5,0.0,13.2,6.6
20030222,5,0.77,1.0248,1.02,5.0,3.2,12.6,7.9
20030223,1,0.74,1.0308,0.28,0.0,1.0,12.0,6.5
20030224,0,0.72,1.0302,1.54,9.8,0.0,11.8,5.9
20030225,1,0.68,1.026,1.53,9.6,-0.4,13.2,6.4
20030226,1,0.53,1.0242,1.53,9.4,0.4,13.4,6.9
20030227,4,0.49,1.0218,1.16,5.8,2.8,14.2,8.5
20030228,3,0.74,1.0259,0.3,0.0,4.8,16.4,10.6
20030301,6,0.87,1.0266,0.62,1.2,5.6,14.4,10.0
20030302,8,0.93,1.0189,0.16,0.0,10.0,12.4,11.2
20030303,5,0.82,1.0085,0.73,2.9,6.8,12.0,9.4
20030304,1,0.61,1.0155,1.83,9.7,6.2,17.4,11.8
20030305,1,0.68,1.0211,1.75,10.2,4.8,16.0,10.4
20030306,4,0.73,1.0187,1.79,8.5,3.8,15.6,9.7
20030307,5,0.73,1.0165,1.37,5.0,7.6,16.4,12.0
20030308,1,0.73,1.021,1.82,8.5,4.6,16.6,10.6
20030309,2,0.81,1.0235,1.71,8.8,4.4,16.2,10.3
20030310,2,0.74,1.0257,1.76,7.5,4.8,18.0,11.4
20030311,3,0.64,1.0273,1.74,8.0,5.0,20.4,12.7
20030312,2,0.78,1.0249,1.92,8.4,5.4,18.0,11.7
20030313,2,0.71,1.0176,1.83,8.2,5.0,17.2,11.1
20030314,3,0.42,1.0192,1.53,7.6,4.8,14.0,9.4
20030315,3,0.41,1.0238,1.9,9.4,1.8,11.4,6.6
20030316,2,0.56,1.0237,2.09,10.0,2.0,12.0,7.0
20030317,1,0.39,1.0218,2.12,9.8,3.0,14.6,8.8
20030318,1,0.51,1.0212,2.12,10.7,1.8,17.8,9.8
20030319,1,0.64,1.0212,1.99,10.8,3.0,15.2,9.1
20030320,2,0.71,1.0203,1.9,8.4,4.4,15.4,9.9
20030321,1,0.72,1.0193,2.03,9.4,3.4,17.2,10.3
20030322,4,0.75,1.0207,1.37,4.7,4.6,15.4,10.0
20030323,1,0.56,1.0235,2.22,11.0,3.6,14.2,8.9
20030324,0,0.56,1.0275,2.25,10.4,2.0,17.6,9.8
20030325,0,0.62,1.024,2.24,10.5,3.2,18.6,10.9
20030326,1,0.68,1.0207,2.2,10.5,5.4,18.0,11.7
20030327,2,0.64,1.0214,2.17,10.5,4.4,19.2,11.8
20030328,4,0.62,1.0183,2.16,9.5,3.8,18.4,11.1
20030329,5,0.62,1.0151,2.07,9.5,6.6,18.6,12.6
20030330,3,0.64,1.0158,2.11,9.3,6.0,19.2,12.6
20030331,5,0.8,1.0144,1.73,6.8,8.4,19.0,12.7
20030401,1,0.69,1.0169,2.09,9.0,7.0,21.4,14.2
20030402,5,0.84,1.0078,1.45,5.0,8.0,17.4,12.7
20030403,6,0.73,1.0006,1.78,4.8,9.2,17.8,13.5
20030404,3,0.59,1.0059,1.84,7.2,8.4,21.0,14.7
20030405,0,0.42,1.0078,2.45,11.4,7.4,18.8,13.1
