DATE,BUDAPEST_cloud_cover,BUDAPEST_humidity,BUDAPEST_pressure,BUDAPEST_global_radiation,BUDAPEST_precipitation,BUDAPEST_sunshine,BUDAPEST_temp_max,BUDAPEST_temp_mean
20020227,7,0.7,1.0073,0.61,0.0,0.0,14.7,11.1
20020228,7,0.68,1.0083,0.37,0.05,0.0,13.8,9.4
20020301,8,0.78,1.0142,0.62,0.76,0.0,9.7,7.9
20020302,8,1.0,1.0114,0.19,0.65,0.0,8.3,6.6
20020303,7,0.72,1.0135,0.42,0.0,0.3,6.8,5.1
20020304,2,0.63,1.0221,1.66,0.0,9.5,10.1,5.3
20020305,1,0.68,1.0185,1.58,0.0,7.7,13.3,7.1
20020306,7,0.68,1.0129,0.84,0.0,0.7,16.3,10.3
20020307,5,0.6,1.0097,1.21,0.0,5.2,18.9,13.6
20020308,3,0.51,1.0226,1.32,0.0,5.7,15.1,8.9
20020309,3,0.55,1.0217,1.83,0.0,8.9,14.7,7.9
20020310,3,0.47,1.0163,1.55,0.0,5.0,13.1,8.7
20020311,1,0.46,1.0265,1.9,0.0,9.6,14.0,7.7
20020312,1,0.48,1.024,1.89,0.0,9.4,15.6,8.8
20020313,4,0.51,1.0192,1.61,0.0,5.8,16.9,10.3
20020314,0,0.51,1.0134,1.82,0.0,8.4,19.8,11.8
20020315,4,0.55,1.0127,1.63,0.0,6.2,18.4,12.8
20020316,8,0.77,1.0179,0.37,0.04,0.0,14.8,10.4
20020317,3,0.59,1.0205,1.79,0.0,7.8,14.7,10.4
20020318,3,0.48,1.0167,1.8,0.0,7.1,15.1,10.0
20020319,6,0.68,1.0077,0.95,0.07,1.1,13.0,9.0
20020320,7,0.85,1.0102,0.51,0.5,0.0,11.3,8.5
20020321,6,0.85,1.0144,0.49,0.27,0.0,10.9,9.3
20020322,6,0.71,1.0118,1.58,0.0,5.3,13.0,9.3
20020323,4,0.64,1.0138,1.53,0.0,6.7,7.7,4.4
20020324,5,0.53,1.0163,0.89,0.0,1.7,7.8,4.7
20020325,8,0.55,1.0184,0.85,0.0,0.1,9.8,6.4
20020326,2,0.51,1.0211,2.14,0.0,7.9,11.7,6.2
20020327,2,0.41,1.0245,2.01,0.0,9.5,11.8,6.9
20020328,1,0.41,1.0274,2.3,0.0,10.1,13.2,7.2
20020329,2,0.46,1.0267,2.05,0.0,10.2,16.2,9.6
20020330,0,0.47,1.024,2.25,0.0,9.8,17.3,11.2
20020331,0,0.46,1.0198,2.31,0.0,10.5,19.2,12.9
20020401,4,0.42,1.0174,1.94,0.0,2.5,19.3,13.3
20020402,5,0.49,1.0182,1.86,0.0,5.9,20.6,14.2
20020403,1,0.39,1.017,2.21,0.0,9.4,17.5,12.8
20020404,6,0.48,1.0129,1.22,0.0,5.5,13.6,8.3
20020405,5,0.48,1.0063,1.81,0.0,6.2,12.3,7.1
20020406,3,0.43,1.0111,1.57,0.0,5.2,6.8,3.6
20020407,1,0.46,1.0204,2.46,0.0,9.5,8.1,3.3
20020408,3,0.43,1.0221,2.19,0.0,9.8,11.9,6.4
20020409,7,0.47,1.0194,1.97,0.14,4.6,12.4,7.8
20020410,8,0.83,1.0163,0.29,1.34,0.0,10.2,5.6
20020411,8,0.84,1.0165,0.64,0.01,0.0,11.8,8.8
20020412,8,0.8,1.009,0.46,0.29,0.0,11.5,9.2
20020413,7,0.81,1.0037,1.86,1.98,3.8,18.1,12.0
20020414,8,0.89,1.0042,1.05,0.41,1.3,17.4,11.9
20020415,5,0.71,1.0102,2.35,0.0,11.5,14.4,11.1
20020416,4,0.54,1.0124,2.27,0.0,10.1,17.1,12.8
20020417,5,0.53,1.0126,2.12,0.0,7.4,20.6,15.0
20020418,7,0.62,1.0149,1.35,0.01,0.3,19.1,14.6
20020419,7,0.73,1.018,2.09,0.0,2.3,19.8,15.1
20020420,6,0.76,1.0213,2.0,0.22,5.2,21.5,14.5
20020421,3,0.63,1.0267,2.17,0.0,6.8,21.8,15.8
20020422,5,0.67,1.0273,2.61,0.18,8.2,20.7,15.7
20020423,5,0.49,1.0242,2.18,0.0,7.8,19.0,15.7
20020424,8,0.66,1.0189,1.33,0.0,2.1,18.2,14.1
20020425,7,0.57,1.0189,2.04,0.0,6.5,19.1,14.5
20020426,6,0.56,1.0139,1.54,0.0,4.1,19.3,15.2
20020427,7,0.64,1.0089,1.1,0.0,0.6,17.1,12.8
20020428,1,0.47,1.0146,2.94,0.0,11.6,18.6,13.4
20020429,3,0.58,1.0118,2.69,0.31,9.3,21.7,15.4
20020430,6,0.55,1.0159,2.72,0.0,7.5,19.1,14.4
20020501,1,0.51,1.0153,2.94,0.0,11.9,23.8,16.9
20020502,2,0.47,1.0122,2.96,0.0,10.7,27.0,20.0
20020503,5,0.53,1.0126,2.67,0.0,9.2,29.0,21.4
20020504,1,0.46,1.012,2.86,0.34,11.4,30.1,23.0
20020505,7,0.8,1.0141,0.61,0.4,0.0,26.7,16.3
20020506,6,0.81,1.0195,1.35,0.18,2.6,20.7,15.5
20020507,2,0.6,1.0215,2.89,0.0,9.0,23.9,17.9
20020508,4,0.51,1.0203,2.77,0.0,11.4,25.0,19.2
20020509,2,0.47,1.0183,3.16,0.0,12.2,25.4,19.5
20020510,7,0.83,1.017,1.03,1.58,1.2,21.0,16.4
20020511,5,0.73,1.0108,2.95,0.0,9.9,24.3,18.5
20020512,5,0.74,1.0119,2.07,0.0,9.4,25.0,18.2
20020513,6,0.72,1.0157,2.15,0.0,7.4,24.8,18.7
20020514,3,0.67,1.0175,2.83,0.0,10.7,26.2,19.4
20020515,2,0.57,1.0226,3.29,0.0,12.8,22.0,18.5
20020516,2,0.54,1.0241,2.92,0.0,13.4,23.1,18.5
20020517,1,0.54,1.0169,3.2,0.0,13.0,27.6,21.4
20020518,5,0.54,1.0109,2.73,0.0,9.8,27.9,21.8
20020519,2,0.5,1.014,2.61,0.0,12.6,25.1,20.3
20020520,5,0.53,1.0151,1.97,0.0,4.6,23.6,18.7
20020521,8,0.73,1.0146,1.04,0.0,0.2,19.7,17.1
20020522,6,0.59,1.0136,2.19,0.0,8.2,23.9,19.3
20020523,6,0.55,1.0093,2.41,0.0,6.7,27.7,21.8
20020524,6,0.64,1.0075,2.64,0.0,8.2,26.2,22.1
20020525,6,0.71,1.0115,2.23,0.31,4.2,26.1,21.0
20020526,7,0.73,1.0096,2.04,0.04,4.4,28.4,22.2
20020527,7,0.78,1.007,1.92,0.0,2.8,25.7,20.7
20020528,6,0.75,1.0044,1.75,1.21,6.9,26.8,19.5
20020529,7,0.83,1.0069,1.32,0.04,0.0,18.9,16.6
20020530,4,0.6,1.0159,2.39,0.0,8.8,22.4,18.6
20020531,2,0.51,1.0207,2.54,0.0,13.0,23.6,18.9
20020601,4,0.46,1.0205,2.9,0.0,11.9,22.1,18.4
20020602,4,0.58,1.0188,2.75,0.01,11.0,19.3,14.8
20020603,7,0.69,1.0133,1.43,0.02,5.6,23.5,17.0
20020604,4,0.69,1.0115,2.94,0.01,9.5,25.1,18.7
20020605,5,0.65,1.0111,2.4,0.67,7.3,24.4,19.6
20020606,8,0.83,1.0094,1.09,0.15,0.1,22.7,18.3
20020607,5,0.71,1.004,1.62,0.22,3.5,20.8,18.0
20020608,5,0.78,1.0072,1.54,0.01,5.7,21.6,17.1
20020609,8,0.7,1.0076,2.01,1.52,1.2,25.3,19.5
20020610,8,0.94,1.0032,0.5,0.83,0.0,23.0,16.8
20020611,3,0.69,1.0103,2.15,0.0,7.8,21.7,17.8
20020612,2,0.55,1.0191,2.78,0.0,12.4,24.9,19.7
20020613,3,0.54,1.0188,3.14,0.01,12.9,28.4,22.5
20020614,4,0.55,1.0171,3.15,0.0,11.6,28.7,25.0
20020615,1,0.57,1.0178,3.22,0.0,13.5,31.9,25.5
20020616,5,0.61,1.0167,2.42,0.0,6.9,30.3,25.0
20020617,4,0.59,1.0193,2.82,0.0,12.8,27.8,24.1
20020618,1,0.52,1.0214,3.23,0.0,12.2,31.1,25.3
20020619,1,0.5,1.0211,3.33,0.0,13.8,31.5,26.1
20020620,1,0.46,1.021,3.4,0.0,13.8,32.8,26.9
20020621,1,0.43,1.019,3.26,0.0,13.5,34.6,28.5
20020622,1,0.52,1.0184,3.27,0.0,12.2,32.2,27.3
20020623,2,0.46,1.0188,3.19,0.0,12.6,35.0,29.0
20020624,1,0.52,1.0153,3.14,0.0,12.6,33.6,28.3
20020625,7,0.47,1.0207,1.69,0.0,1.7,26.9,21.0
20020626,2,0.41,1.0222,2.66,0.0,12.1,26.8,21.6
20020627,1,0.41,1.0172,3.39,0.0,13.6,29.1,23.3
20020628,5,0.69,1.01,1.78,0.09,3.1,27.4,20.6
20020629,2,0.53,1.016,3.03,0.0,12.4,22.0,18.3
20020630,4,0.46,1.0189,3.19,0.0,13.1,25.0,19.7
20020701,4,0.41,1.0153,3.18,0.0,12.3,28.1,22.5
20020702,4,0.44,1.0116,3.02,0.0,12.2,31.3,25.3
20020703,3,0.46,1.01,2.83,0.0,9.4,34.6,28.7
20020704,7,0.7,1.0097,1.22,0.5,2.6,32.5,20.7
20020705,3,0.49,1.0188,3.27,0.0,13.0,26.5,20.5
20020706,2,0.48,1.0146,3.29,0.0,13.7,29.8,23.3
20020707,5,0.62,1.0142,1.97,0.0,5.8,28.7,22.7
20020708,2,0.54,1.0163,2.52,0.0,10.8,30.8,25.0
20020709,2,0.49,1.014,3.14,0.0,10.5,32.7,27.0
20020710,1,0.46,1.0103,3.18,0.0,12.0,34.9,28.7
20020711,0,0.52,1.0133,3.09,0.0,12.6,32.7,26.4
20020712,2,0.53,1.0163,2.96,0.0,12.4,33.4,26.5
20020713,5,0.57,1.0129,2.68,0.0,4.3,33.8,26.9
20020714,6,0.69,1.014,1.69,0.33,5.0,32.2,23.9
20020715,6,0.66,1.0137,2.59,0.05,7.0,32.9,25.7
20020716,7,0.68,1.0089,2.16,0.04,6.5,32.6,26.1
20020717,4,0.61,1.0075,2.83,0.0,9.7,31.0,25.6
20020718,8,0.86,1.0077,0.83,4.64,0.2,26.9,20.8
20020719,7,0.85,1.0122,1.29,0.0,2.9,21.6,19.0
20020720,7,0.8,1.0138,1.78,0.0,4.0,25.0,20.8
20020721,2,0.61,1.0144,3.02,0.19,12.3,30.3,24.0
20020722,5,0.62,1.014,2.61,0.0,8.1,28.3,21.2
20020723,4,0.52,1.0154,2.88,0.0,11.4,25.6,20.8
20020724,5,0.52,1.0109,2.65,0.0,8.5,28.1,23.0
20020725,5,0.57,1.0099,2.93,0.0,9.2,24.5,20.2
20020726,4,0.52,1.0143,2.69,0.0,10.6,24.3,19.9
20020727,3,0.5,1.0173,2.82,0.0,11.8,26.6,22.4
20020728,3,0.53,1.0185,2.89,0.0,10.4,29.6,25.2
20020729,3,0.53,1.0163,2.6,0.0,10.7,31.0,26.9
20020730,6,0.6,1.011,2.34,0.03,5.8,29.3,25.3
20020731,5,0.72,1.0089,2.38,0.74,9.4,29.3,24.1
20020801,6,0.81,1.0095,2.14,0.0,5.0,27.9,22.9
20020802,3,0.73,1.0115,2.42,0.0,10.7,29.1,24.4
20020803,2,0.61,1.0128,3.31,0.0,11.8,30.8,25.1
20020804,4,0.66,1.0115,2.1,0.0,8.4,29.9,23.8
20020805,5,0.67,1.0102,2.13,0.0,9.7,28.9,23.7
20020806,6,0.55,1.0096,2.35,0.45,6.3,30.2,25.0
20020807,8,0.91,1.0054,0.61,1.41,0.1,25.8,19.4
20020808,8,0.94,1.0087,0.53,0.54,0.0,20.7,19.2
20020809,7,0.91,1.0089,1.2,0.25,0.3,22.2,19.7
20020810,6,0.73,1.0072,2.63,0.0,8.9,27.2,21.9
20020811,8,0.87,1.0039,0.84,1.94,0.0,25.0,21.1
20020812,6,0.93,1.0021,0.61,1.32,1.7,20.6,16.6
20020813,8,0.9,1.0071,0.47,0.01,0.0,17.9,16.6
20020814,7,0.82,1.0116,1.16,0.0,1.4,19.5,17.5
20020815,6,0.8,1.0114,1.4,0.0,3.7,23.4,20.1
20020816,5,0.74,1.0118,1.77,1.03,5.7,27.9,22.3
20020817,4,0.63,1.0125,2.19,0.0,8.5,28.0,23.6
20020818,1,0.57,1.0142,2.59,0.0,10.9,29.2,24.1
20020819,2,0.59,1.0175,2.5,0.0,10.7,27.9,23.3
20020820,4,0.68,1.0197,2.14,0.07,7.5,26.8,20.9
20020821,3,0.66,1.0164,2.47,0.0,11.2,26.8,21.2
20020822,7,0.67,1.0152,1.58,0.0,4.7,26.6,21.1
20020823,4,0.7,1.0169,2.42,0.14,7.0,27.7,21.6
20020824,1,0.64,1.0194,2.43,0.0,9.2,29.4,22.6
20020825,1,0.59,1.0209,2.27,0.0,9.0,29.6,23.0
20020826,3,0.53,1.0199,2.38,0.0,11.7,29.2,23.7
20020827,4,0.59,1.0175,2.15,0.02,7.5,28.1,23.2
20020828,7,0.67,1.0158,1.15,0.0,2.2,25.5,21.8
20020829,4,0.6,1.0151,1.68,0.0,6.0,28.0,22.3
20020830,1,0.58,1.0169,2.13,0.0,11.2,28.6,22.8
20020831,3,0.59,1.0169,2.12,0.0,9.0,28.5,22.6
20020901,4,0.55,1.0177,2.22,0.0,11.2,27.9,22.3
20020902,7,0.67,1.0221,1.41,0.0,4.2,24.6,20.0
20020903,2,0.58,1.0217,2.01,0.0,10.8,27.6,20.9
20020904,4,0.54,1.0181,2.02,0.0,7.3,28.8,22.8
20020905,7,0.59,1.0159,1.76,0.0,7.2,27.8,22.6
20020906,5,0.74,1.0151,1.57,0.0,4.0,25.6,21.0
20020907,5,0.71,1.0148,1.89,0.01,5.8,27.3,20.6
20020908,1,0.62,1.0147,1.88,0.0,10.7,28.6,22.0
20020909,0,0.59,1.0159,1.94,0.0,10.0,29.0,22.1
20020910,6,0.61,1.0146,1.86,0.0,5.5,26.4,21.6
20020911,0,0.63,1.0161,1.97,0.0,8.0,24.6,20.1
20020912,2,0.41,1.0195,2.08,0.01,9.0,21.4,15.6
20020913,8,0.64,1.0212,0.84,0.02,0.1,15.7,13.4
20020914,3,0.53,1.0165,1.93,0.04,8.6,20.3,15.9
20020915,7,0.74,1.0102,1.16,0.12,2.8,16.8,14.2
20020916,5,0.68,1.0133,1.74,0.0,7.5,18.4,13.5
20020917,7,0.66,1.0156,1.25,0.0,0.2,16.6,13.8
20020918,6,0.67,1.0156,1.09,0.0,2.3,21.6,15.6
20020919,4,0.65,1.0158,1.76,0.01,7.3,23.9,17.1
20020920,8,0.79,1.0165,0.78,0.25,0.2,18.9,16.0
20020921,5,0.67,1.0142,1.91,0.01,7.0,20.4,16.3
20020922,8,0.91,1.0094,0.31,0.81,0.0,16.2,12.7
20020923,8,0.89,1.0045,0.9,0.61,0.7,16.6,13.2
20020924,8,0.98,1.0063,0.2,2.12,0.0,12.6,11.0
20020925,8,0.95,1.01,0.3,0.23,0.0,12.1,10.3
20020926,5,0.77,1.011,1.03,0.0,5.5,12.7,9.2
20020927,7,0.83,1.014,1.0,0.0,0.6,14.6,11.0
20020928,7,0.88,1.0208,0.64,0.27,0.0,11.5,9.6
20020929,3,0.73,1.0272,1.77,0.0,9.2,17.2,12.7
20020930,1,0.69,1.0273,1.84,0.0,9.4,16.8,11.7
20021001,1,0.72,1.025,1.82,0.0,9.2,18.2,12.0
20021002,3,0.67,1.0256,1.68,0.0,8.9,19.1,13.6
20021003,7,0.75,1.0247,1.13,0.0,2.2,17.9,12.9
20021004,7,0.82,1.0198,1.15,0.03,3.0,19.1,14.8
20021005,4,0.79,1.0195,1.39,0.0,6.9,15.9,12.4
20021006,7,0.77,1.0136,0.68,0.03,0.0,15.9,12.4
20021007,4,0.72,1.0119,1.12,0.0,4.3,13.0,9.5
20021008,7,0.72,1.0145,0.61,0.0,3.4,11.9,8.1
20021009,5,0.73,1.018,1.09,0.07,5.3,12.3,8.9
20021010,7,0.8,1.016,0.71,0.39,3.7,14.2,11.0
20021011,8,0.99,1.0118,0.19,1.03,0.0,12.6,10.8
20021012,8,1.0,1.0078,0.11,2.23,0.0,11.6,9.6
20021013,7,0.92,1.0119,0.33,0.42,0.0,9.9,6.7
20021014,7,0.81,1.0179,0.97,0.14,2.3,13.1,8.7
20021015,8,0.9,1.0176,0.39,0.0,0.0,12.4,10.7
20021016,8,0.95,1.0134,0.47,0.0,0.0,13.2,11.4
20021017,7,0.8,1.0063,1.12,0.29,3.8,22.3,15.8
20021018,7,0.85,1.0066,0.28,0.05,1.1,19.9,10.6
20021019,5,0.77,1.017,0.81,0.0,1.7,14.1,9.2
20021020,6,0.83,1.022,0.56,0.01,2.7,9.7,7.0
20021021,6,0.83,1.0166,0.99,0.0,2.0,13.3,8.8
20021022,5,0.86,1.0056,0.62,0.19,2.5,18.3,12.6
20021023,5,0.86,1.004,1.17,0.22,5.5,21.1,14.7
20021024,5,0.72,1.0121,0.91,0.0,2.0,15.0,10.7
20021025,8,0.76,1.0185,0.4,0.27,0.0,12.3,8.9
20021026,6,0.68,1.0121,0.74,0.0,4.1,19.5,13.8
20021027,4,0.64,1.0185,1.08,0.02,6.5,16.7,13.3
20021028,3,0.48,1.0178,0.88,0.0,5.8,16.4,12.1
20021029,3,0.61,1.0253,0.94,0.0,7.9,11.8,8.3
20021030,6,0.77,1.0171,0.29,0.02,0.1,10.8,8.2
20021031,8,0.77,1.0217,0.35,0.0,0.0,9.0,7.5
20021101,6,0.85,1.0229,0.39,0.03,1.4,11.7,7.7
20021102,8,0.96,1.0156,0.19,0.17,0.0,11.2,9.2
20021103,7,0.74,1.0147,0.69,0.57,1.2,11.4,7.1
20021104,7,0.95,1.0129,0.23,0.45,0.0,7.1,1.9
20021105,7,0.79,1.018,0.43,0.01,2.5,5.8,3.4
20021106,8,0.72,1.0268,0.21,0.0,0.0,3.5,2.5
20021107,8,0.84,1.0163,0.2,0.06,0.0,3.6,2.6
20021108,7,0.82,1.0158,0.39,0.0,0.0,4.9,3.4
20021109,8,0.88,1.0067,0.33,0.06,0.0,8.0,4.9
20021110,4,0.67,1.0069,0.74,0.0,5.4,8.2,6.1
20021111,7,0.89,1.0086,0.16,0.55,0.0,6.4,3.8
20021112,3,0.81,1.0165,0.78,0.15,6.7,13.7,8.9
20021113,8,0.96,1.0133,0.22,0.1,0.0,7.9,6.1
20021114,7,0.82,1.0055,0.66,0.0,2.4,18.5,11.9
20021115,7,0.69,1.005,0.69,0.0,3.1,19.7,15.9
20021116,7,0.63,1.0085,0.38,0.06,0.0,18.7,16.6
20021117,7,0.79,1.0128,0.35,0.07,0.9,18.5,15.8
20021118,3,0.82,1.017,0.81,0.0,3.5,18.0,14.3
20021119,5,0.76,1.0105,0.56,0.01,2.6,15.8,11.8
20021120,3,0.72,1.0152,0.73,0.0,3.5,13.1,9.4
20021121,7,0.86,1.0135,0.68,0.0,2.5,12.5,8.6
20021122,8,0.94,1.0057,0.19,0.32,0.0,10.6,8.3
20021123,5,0.81,1.0105,0.36,0.0,1.2,11.1,8.5
20021124,5,0.93,1.0195,0.58,0.0,3.7,9.2,6.2
20021125,6,0.83,1.0181,0.49,0.0,1.8,10.3,8.1
20021126,7,0.83,1.0179,0.62,0.0,1.7,12.1,8.9
20021127,7,0.77,1.0198,0.56,0.0,0.9,12.8,10.1
20021128,2,0.84,1.0209,0.67,0.0,4.9,12.5,8.9
20021129,7,0.88,1.0187,0.51,0.83,0.5,9.9,6.4
20021130,6,0.98,1.0168,0.16,0.09,0.0,7.6,6.0
20021201,7,0.92,1.019,0.43,0.4,1.1,8.7,6.4
20021202,8,0.97,1.0121,0.04,0.63,0.0,6.1,5.4
20021203,8,0.93,1.0107,0.09,0.11,0.0,9.0,7.7
20021204,7,0.88,1.0133,0.28,0.04,0.6,10.1,8.9
20021205,8,0.83,1.0134,0.2,0.36,0.0,11.0,9.4
20021206,8,0.92,1.0182,0.19,0.4,0.0,10.4,8.1
20021207,7,0.76,1.0224,0.12,0.0,0.0,7.8,4.3
20021208,1,0.46,1.0285,0.74,0.0,6.4,3.9,0.4
20021209,5,0.54,1.0335,0.49,0.0,2.4,-0.7,-4.1
20021210,1,0.7,1.0354,0.69,0.0,5.7,-2.7,-6.0
20021211,1,0.75,1.0339,0.78,0.0,5.5,-3.4,-6.9
20021212,5,0.73,1.0353,0.59,0.0,2.9,-3.2,-5.3
20021213,8,0.7,1.03,0.14,0.0,0.0,-1.3,-2.5
20021214,6,0.78,1.0287,0.39,0.06,0.9,0.5,-1.2
20021215,8,0.89,1.0287,0.1,0.28,0.0,-0.2,-1.3
20021216,8,0.96,1.0267,0.11,0.07,0.0,0.0,-0.8
20021217,8,0.97,1.0229,0.13,0.48,0.0,0.0,-0.7
20021218,7,0.87,1.0226,0.24,0.0,0.0,1.6,0.1
20021219,0,0.76,1.0287,0.65,0.0,6.3,2.0,-0.6
20021220,0,0.86,1.0299,0.68,0.0,4.6,-1.3,-4.0
20021221,8,0.93,1.0217,0.1,0.0,0.0,-1.0,-2.5
20021222,8,0.95,1.022,0.2,0.42,1.1,1.6,-0.5
20021223,8,0.97,1.018,0.23,0.07,0.0,0.3,-2.0
20021224,7,0.63,1.025,0.29,0.0,0.0,-1.0,-3.3
20021225,4,0.53,1.0286,0.6,0.0,5.5,-3.7,-7.1
20021226,7,0.82,1.0287,0.4,0.1,0.6,-4.3,-6.7
20021227,8,0.98,1.0202,0.12,0.05,0.2,-5.2,-6.1
20021228,8,0.98,1.0096,0.24,0.21,0.0,0.9,-0.9
20021229,4,0.92,1.0073,0.31,0.26,1.2,5.6,3.6
20021230,7,0.84,1.0042,0.24,0.21,0.0,13.2,7.4
20021231,7,0.84,1.0066,0.08,0.42,0.0,14.0,5.0
20030101,0,0.38,1.0173,0.73,0.01,7.4,1.3,-2.0
20030102,8,0.91,1.0092,0.29,0.51,0.0,-0.2,-2.1
20030103,4,0.66,0.9982,0.59,0.0,4.2,12.1,8.3
20030104,7,0.8,1.0012,0.46,0.31,1.3,10.0,6.3
20030105,8,0.9,1.0037,0.05,0.15,0.0,6.6,1.2
20030106,2,0.69,1.0113,0.67,0.23,6.4,0.2,-4.5
20030107,8,0.95,1.0093,0.15,0.58,0.0,-3.4,-4.9
20030108,7,0.81,1.0142,0.52,0.02,0.0,-4.5,-7.8
20030109,8,0.88,1.0181,0.21,0.13,0.0,-5.4,-7.2
20030110,8,0.88,1.0138,0.22,0.19,0.0,-4.4,-5.5
20030111,7,0.89,1.0277,0.3,0.08,0.0,-1.8,-4.0
20030112,1,0.82,1.0315,0.49,0.0,5.3,-3.8,-8.2
20030113,3,0.84,1.0304,0.34,0.02,0.7,-5.4,-8.1
20030114,8,0.93,1.0288,0.11,0.0,0.0,-1.7,-2.8
20030115,3,0.76,1.0283,0.83,0.0,6.6,8.2,5.1
20030116,6,0.86,1.0264,0.73,0.0,5.0,4.4,1.3
20030117,1,0.77,1.0307,0.79,0.05,5.7,7.0,2.5
20030118,8,1.0,1.0267,0.21,0.0,0.0,-1.2,-4.6
20030119,3,1.0,1.0216,0.3,0.0,3.8,-0.1,-3.8
20030120,8,1.0,1.0194,0.18,0.0,0.0,-0.7,-2.1
20030121,8,0.98,1.013,0.09,0.0,0.0,0.0,-1.9
20030122,8,0.93,1.0071,0.21,0.13,0.0,2.9,1.9
20030123,6,0.93,1.0121,0.35,0.0,1.9,5.9,3.0
20030124,8,0.94,1.0253,0.3,0.02,0.0,4.5,2.8
20030125,4,0.83,1.0323,0.83,0.0,5.8,7.9,4.1
20030126,6,0.87,1.0293,0.34,0.0,0.0,4.0,1.2
20030127,5,0.9,1.0245,0.3,0.23,2.0,3.1,1.3
20030128,6,0.85,1.0112,0.39,0.0,0.0,9.4,5.1
20030129,3,0.77,1.0031,0.9,0.0,4.6,6.8,3.4
20030130,4,0.83,0.9999,0.82,0.0,5.5,5.9,2.2
20030131,8,0.9,1.004,0.26,0.03,0.0,2.6,0.4
20030201,6,0.69,1.0161,0.46,0.0,1.0,1.9,-0.2
20030202,0,0.56,1.0189,1.1,0.0,7.9,-0.8,-4.8
20030203,6,0.73,1.0134,0.6,0.72,0.3,-2.0,-5.2
20030204,8,0.98,0.9965,0.17,1.15,0.0,-2.6,-3.4
20030205,8,0.96,0.9922,0.19,1.0,0.0,1.2,-0.5
20030206,8,0.77,1.0029,0.75,0.0,0.0,0.7,-0.2
20030207,2,0.64,1.019,1.2,0.0,8.0,-0.1,-2.1
20030208,2,0.69,1.0228,1.14,0.0,5.4,1.6,-2.4
20030209,7,0.78,1.0252,0.6,0.0,0.0,-0.1,-3.5
20030210,8,0.78,1.0261,0.37,0.01,0.0,1.5,0.0
20030211,8,0.9,1.0291,0.4,0.07,0.0,0.6,-1.6
20030212,0,0.67,1.0318,1.17,0.0,8.4,1.3,-2.9
20030213,1,0.65,1.0311,1.28,0.0,8.1,-1.0,-4.9
20030214,0,0.7,1.0287,1.34,0.0,8.2,1.2,-4.4
20030215,5,0.74,1.0262,1.02,0.0,3.6,-1.7,-4.0
20030216,6,0.71,1.0306,0.84,0.0,0.4,1.0,-0.9
20030217,0,0.72,1.0356,1.47,0.0,8.1,1.3,-2.9
20030218,3,0.73,1.0276,1.45,0.0,4.7,1.2,-3.1
20030219,4,0.72,1.0207,1.31,0.0,6.1,3.1,-0.4
20030220,4,0.73,1.0182,1.28,0.0,6.2,5.7,1.5
20030221,7,0.71,1.0266,0.73,0.0,0.0,4.7,2.9
20030222,0,0.59,1.035,1.52,0.0,8.9,4.3,1.2
20030223,0,0.72,1.0374,1.56,0.0,8.2,5.3,0.2
20030224,1,0.61,1.0334,1.48,0.0,8.5,9.3,2.6
20030225,0,0.75,1.033,1.58,0.0,7.1,3.8,-1.3
20030226,0,0.79,1.0304,1.62,0.0,6.7,0.9,-3.5
20030227,0,0.76,1.026,1.58,0.0,7.6,3.7,-1.9
20030228,1,0.76,1.0267,1.43,0.0,5.2,6.4,0.8
20030301,5,0.73,1.025,1.46,0.0,6.0,10.0,4.4
20030302,7,0.79,1.0192,1.17,0.0,2.6,7.1,3.3
20030303,8,0.83,1.0162,0.48,0.0,0.0,6.0,4.3
20030304,8,0.91,1.0223,0.37,0.0,0.0,5.4,3.8
20030305,6,0.87,1.0255,0.63,0.0,0.2,4.9,1.5
20030306,4,0.73,1.0221,1.56,0.0,5.5,5.6,1.5
20030307,0,0.67,1.0244,1.76,0.0,8.0,7.5,2.0
20030308,3,0.75,1.0243,1.28,0.0,3.4,7.2,3.5
20030309,6,0.74,1.0236,1.15,0.03,2.2,11.6,7.1
20030310,7,0.81,1.0241,0.72,0.0,2.5,12.6,8.4
20030311,8,0.91,1.0267,0.79,0.0,0.0,10.8,6.3
20030312,7,0.77,1.0166,0.59,0.0,0.0,16.6,8.7
20030313,5,0.51,1.02,1.4,0.0,7.0,9.9,4.6
20030314,7,0.69,1.026,0.82,0.0,0.1,3.8,1.9
20030315,4,0.56,1.0328,1.68,0.0,7.5,8.1,4.5
20030316,5,0.6,1.0362,1.21,0.0,4.1,9.0,5.5
20030317,3,0.58,1.0302,2.0,0.0,9.1,11.5,6.3
20030318,7,0.58,1.0259,1.07,0.0,1.3,10.3,6.8
20030319,3,0.56,1.0222,1.62,0.0,7.6,12.9,8.5
20030320,1,0.6,1.0187,2.0,0.0,9.3,10.6,6.4
20030321,1,0.36,1.0252,2.06,0.0,10.0,6.6,3.0
20030322,0,0.37,1.0321,2.16,0.0,9.6,4.6,0.7
20030323,0,0.34,1.031,2.15,0.0,9.8,9.2,3.4
20030324,0,0.28,1.0275,2.12,0.0,10.1,16.6,9.4
20030325,0,0.26,1.0218,2.14,0.0,9.4,19.0,13.3
20030326,7,0.37,1.02,1.48,0.0,2.2,19.8,14.0
20030327,1,0.4,1.023,1.85,0.0,7.6,19.4,13.2
20030328,3,0.48,1.0182,1.88,0.0,7.0,19.6,12.7
